"pubmed","experiment","locus","locations"
17137349,"msms","AT1G63940.1","mitochondrion"
17137349,"msms","AT1G72330.1","mitochondrion"
17137349,"msms","AT1G74230.1","mitochondrion"
17137349,"msms","AT1G74260.1","mitochondrion"
17137349,"msms","AT2G04030.1","mitochondrion"
17137349,"msms","AT2G05710.1","mitochondrion"
17137349,"msms","AT2G13560.1","mitochondrion"
17137349,"msms","AT2G20420.1","mitochondrion"
17137349,"msms","AT2G26080.1","mitochondrion"
17137349,"msms","AT2G28000.1","mitochondrion"
17137349,"msms","AT2G33210.1","mitochondrion"
17137349,"msms","AT2G35120.1","mitochondrion"
17137349,"msms","AT2G44350.1","mitochondrion"
17137349,"msms","AT3G07770.1","mitochondrion"
17137349,"msms","AT3G12580.1","mitochondrion"
17137349,"msms","AT3G17240.1","mitochondrion"
17137349,"msms","AT3G23990.1","mitochondrion"
17137349,"msms","AT3G45300.1","mitochondrion"
17137349,"msms","AT3G45770.1","mitochondrion"
17137349,"msms","AT3G48000.1","mitochondrion"
17137349,"msms","AT3G49240.1","mitochondrion"
17137349,"msms","AT3G52200.1","mitochondrion"
17137349,"msms","AT3G52570.1","mitochondrion"
17137349,"msms","AT3G54660.1","mitochondrion"
17137349,"msms","AT3G55010.1","mitochondrion"
17137349,"msms","AT3G59760.1","mitochondrion"
17137349,"msms","AT4G00570.1","mitochondrion"
17137349,"msms","AT4G02930.1","mitochondrion"
17137349,"msms","AT4G13850.1","mitochondrion"
17137349,"msms","AT4G24280.1","mitochondrion"
17137349,"msms","AT4G34200.1","mitochondrion"
17137349,"msms","AT4G37910.1","mitochondrion"
17137349,"msms","AT5G03290.1","mitochondrion"
17137349,"msms","AT5G06580.1","mitochondrion"
17137349,"msms","AT5G07440.1","mitochondrion"
17137349,"msms","AT5G08670.1","mitochondrion"
17137349,"msms","AT5G09590.1","mitochondrion"
17137349,"msms","AT5G18170.1","mitochondrion"
17137349,"msms","AT5G26860.1","mitochondrion"
17137349,"msms","AT5G55200.1","mitochondrion"
17137349,"msms","AT5G56030.1","mitochondrion"
17137349,"msms","AT5G61030.1","mitochondrion"
17137349,"msms","AT5G66760.1","mitochondrion"
17138701,"gfp","AT1G67490.1","endoplasmic reticulum"
17138701,"gfp","AT5G55500.1","golgi"
17145720,"gfp","AT1G12080.1","cytosol"
17145720,"gfp","AT1G62480.1","cytosol"
17145720,"gfp","AT3G59370.1","cytosol"
17146665,"gfp","AT1G02510.1","plasma membrane"
17151019,"gfp","AT1G19450.1","vacuole"
17151019,"gfp","AT1G69840.1","vacuole"
17151019,"gfp","AT2G23150.1","vacuole"
17151019,"gfp","AT3G16240.1","vacuole"
17151019,"gfp","AT3G63520.1","vacuole"
17151019,"gfp","AT5G58070.1","vacuole"
17151019,"msms","AT1G02816.1","vacuole"
17151019,"msms","AT1G03860.1","vacuole"
17151019,"msms","AT1G04040.1","vacuole"
17151019,"msms","AT1G04120.1","vacuole"
17151019,"msms","AT1G04270.1","vacuole"
17151019,"msms","AT1G04410.1","vacuole"
17151019,"msms","AT1G04430.1","vacuole"
17151019,"msms","AT1G04820.1","vacuole"
17151019,"msms","AT1G04970.1","vacuole"
17151019,"msms","AT1G05940.1","vacuole"
17151019,"msms","AT1G06530.1","vacuole"
17151019,"msms","AT1G07380.1","vacuole"
17151019,"msms","AT1G07660.1","vacuole"
17151019,"msms","AT1G07770.1","vacuole"
17151019,"msms","AT1G07810.1","vacuole"
17151019,"msms","AT1G07920.1","vacuole"
17151019,"msms","AT1G08470.1","vacuole"
17151019,"msms","AT1G08480.1","vacuole"
17151019,"msms","AT1G09870.1","vacuole"
17151019,"msms","AT1G10290.1","vacuole"
17151019,"msms","AT1G10630.1","vacuole"
17151019,"msms","AT1G11580.1","vacuole"
17151019,"msms","AT1G12840.1","vacuole"
17151019,"msms","AT1G12870.1","vacuole"
17151019,"msms","AT1G13040.1","vacuole"
17151019,"msms","AT1G13860.1","vacuole"
17151019,"msms","AT1G14320.1","vacuole"
17151019,"msms","AT1G15690.1","vacuole"
17151019,"msms","AT1G16820.1","vacuole"
17151019,"msms","AT1G16920.1","vacuole"
17151019,"msms","AT1G17100.1","vacuole"
17151019,"msms","AT1G17120.1","vacuole"
17151019,"msms","AT1G19450.1","vacuole"
17151019,"msms","AT1G19910.1","vacuole"
17151019,"msms","AT1G20010.1","vacuole"
17151019,"msms","AT1G20260.1","vacuole"
17151019,"msms","AT1G20840.1","vacuole"
17151019,"msms","AT1G21680.1","vacuole"
17151019,"msms","AT1G21720.1","vacuole"
17151019,"msms","AT1G22510.1","vacuole"
17151019,"msms","AT1G22780.1","vacuole"
17151019,"msms","AT1G22840.1","vacuole"
17151019,"msms","AT1G27400.1","vacuole"
17151019,"msms","AT1G27480.1","vacuole"
17151019,"msms","AT1G30360.1","vacuole"
17151019,"msms","AT1G30400.1","vacuole"
17151019,"msms","AT1G30470.1","vacuole"
17151019,"msms","AT1G30630.1","vacuole"
17151019,"msms","AT1G33120.1","vacuole"
17151019,"msms","AT1G34030.1","vacuole"
17151019,"msms","AT1G35620.1","vacuole"
17151019,"msms","AT1G35720.1","vacuole"
17151019,"msms","AT1G36050.1","vacuole"
17151019,"msms","AT1G43170.1","vacuole"
17151019,"msms","AT1G43620.1","vacuole"
17151019,"msms","AT1G47530.1","vacuole"
17151019,"msms","AT1G48270.1","vacuole"
17151019,"msms","AT1G48480.1","vacuole"
17151019,"msms","AT1G49300.1","vacuole"
17151019,"msms","AT1G51420.1","vacuole"
17151019,"msms","AT1G51980.1","vacuole"
17151019,"msms","AT1G52280.1","vacuole"
17151019,"msms","AT1G53210.1","vacuole"
17151019,"msms","AT1G53760.1","vacuole"
17151019,"msms","AT1G53770.1","vacuole"
17151019,"msms","AT1G53840.1","vacuole"
17151019,"msms","AT1G53850.1","vacuole"
17151019,"msms","AT1G54000.1","vacuole"
17151019,"msms","AT1G54010.1","vacuole"
17151019,"msms","AT1G54270.1","vacuole"
17151019,"msms","AT1G54990.1","vacuole"
17151019,"msms","AT1G55190.1","vacuole"
17151019,"msms","AT1G56070.1","vacuole"
17151019,"msms","AT1G56340.1","vacuole"
17151019,"msms","AT1G58030.1","vacuole"
17151019,"msms","AT1G59870.1","vacuole"
17151019,"msms","AT1G60960.1","vacuole"
17151019,"msms","AT1G61000.1","vacuole"
17151019,"msms","AT1G61800.1","vacuole"
17151019,"msms","AT1G64200.1","vacuole"
17151019,"msms","AT1G64330.1","vacuole"
17151019,"msms","AT1G64650.1","vacuole"
17151019,"msms","AT1G65270.1","vacuole"
17151019,"msms","AT1G66580.1","vacuole"
17151019,"msms","AT1G67940.1","vacuole"
17151019,"msms","AT1G68070.1","vacuole"
17151019,"msms","AT1G69060.1","vacuole"
17151019,"msms","AT1G69620.1","vacuole"
17151019,"msms","AT1G69840.1","vacuole"
17151019,"msms","AT1G70330.1","vacuole"
17151019,"msms","AT1G70770.1","vacuole"
17151019,"msms","AT1G71140.1","vacuole"
17151019,"msms","AT1G72140.1","vacuole"
17151019,"msms","AT1G72730.1","vacuole"
17151019,"msms","AT1G73650.1","vacuole"
17151019,"msms","AT1G74020.1","vacuole"
17151019,"msms","AT1G75220.1","vacuole"
17151019,"msms","AT1G75500.1","vacuole"
17151019,"msms","AT1G75530.1","vacuole"
17151019,"msms","AT1G76030.1","vacuole"
17151019,"msms","AT1G77510.1","vacuole"
17151019,"msms","AT1G78300.1","vacuole"
17151019,"msms","AT1G78380.1","vacuole"
17151019,"msms","AT1G78610.1","vacuole"
17151019,"msms","AT1G78850.1","vacuole"
17151019,"msms","AT1G78900.1","vacuole"
17151019,"msms","AT1G79550.1","vacuole"
17151019,"msms","AT1G80660.1","vacuole"
17151019,"msms","AT2G01250.1","vacuole"
17151019,"msms","AT2G01410.1","vacuole"
17151019,"msms","AT2G01470.1","vacuole"
17151019,"msms","AT2G01690.1","vacuole"
17151019,"msms","AT2G01720.1","vacuole"
17151019,"msms","AT2G01970.1","vacuole"
17151019,"msms","AT2G02040.1","vacuole"
17151019,"msms","AT2G03510.1","vacuole"
17151019,"msms","AT2G04030.1","vacuole"
17151019,"msms","AT2G05070.1","vacuole"
17151019,"msms","AT2G05710.1","vacuole"
17151019,"msms","AT2G07680.1","vacuole"
17151019,"msms","AT2G07698.1","vacuole"
17151019,"msms","AT2G10450.1","vacuole"
17151019,"msms","AT2G16360.1","vacuole"
17151019,"msms","AT2G16460.1","vacuole"
17151019,"msms","AT2G16510.1","vacuole"
17151019,"msms","AT2G17360.1","vacuole"
17151019,"msms","AT2G18020.1","vacuole"
17151019,"msms","AT2G20230.1","vacuole"
17151019,"msms","AT2G20530.1","vacuole"
17151019,"msms","AT2G21160.1","vacuole"
17151019,"msms","AT2G21410.1","vacuole"
17151019,"msms","AT2G21580.1","vacuole"
17151019,"msms","AT2G23150.1","vacuole"
17151019,"msms","AT2G24420.1","vacuole"
17151019,"msms","AT2G27020.1","vacuole"
17151019,"msms","AT2G27030.1","vacuole"
17151019,"msms","AT2G30490.1","vacuole"
17151019,"msms","AT2G31140.1","vacuole"
17151019,"msms","AT2G31610.1","vacuole"
17151019,"msms","AT2G32810.1","vacuole"
17151019,"msms","AT2G33120.1","vacuole"
17151019,"msms","AT2G33150.1","vacuole"
17151019,"msms","AT2G33210.1","vacuole"
17151019,"msms","AT2G34480.1","vacuole"
17151019,"msms","AT2G34585.1","vacuole"
17151019,"msms","AT2G34660.1","vacuole"
17151019,"msms","AT2G36160.1","vacuole"
17151019,"msms","AT2G36830.1","vacuole"
17151019,"msms","AT2G37270.1","vacuole"
17151019,"msms","AT2G38210.1","vacuole"
17151019,"msms","AT2G39130.1","vacuole"
17151019,"msms","AT2G39970.1","vacuole"
17151019,"msms","AT2G40420.1","vacuole"
17151019,"msms","AT2G41100.1","vacuole"
17151019,"msms","AT2G41190.1","vacuole"
17151019,"msms","AT2G41560.1","vacuole"
17151019,"msms","AT2G41700.1","vacuole"
17151019,"msms","AT2G42640.1","vacuole"
17151019,"msms","AT2G43070.1","vacuole"
17151019,"msms","AT2G43160.1","vacuole"
17151019,"msms","AT2G44610.1","vacuole"
17151019,"msms","AT2G44640.1","vacuole"
17151019,"msms","AT2G45260.1","vacuole"
17151019,"msms","AT2G46800.1","vacuole"
17151019,"msms","AT2G47470.1","vacuole"
17151019,"msms","AT2G47610.1","vacuole"
17151019,"msms","AT2G47650.1","vacuole"
17151019,"msms","AT2G47730.1","vacuole"
17151019,"msms","AT2G47800.1","vacuole"
17151019,"msms","AT2G48020.1","vacuole"
17151019,"msms","AT3G01280.1","vacuole"
17151019,"msms","AT3G01290.1","vacuole"
17151019,"msms","AT3G01390.1","vacuole"
17151019,"msms","AT3G02090.1","vacuole"
17151019,"msms","AT3G02230.1","vacuole"
17151019,"msms","AT3G03090.1","vacuole"
17151019,"msms","AT3G03720.1","vacuole"
17151019,"msms","AT3G04120.1","vacuole"
17151019,"msms","AT3G04920.1","vacuole"
17151019,"msms","AT3G05590.1","vacuole"
17151019,"msms","AT3G06370.1","vacuole"
17151019,"msms","AT3G07180.1","vacuole"
17151019,"msms","AT3G07590.1","vacuole"
17151019,"msms","AT3G08580.1","vacuole"
17151019,"msms","AT3G09440.1","vacuole"
17151019,"msms","AT3G11130.1","vacuole"
17151019,"msms","AT3G11770.1","vacuole"
17151019,"msms","AT3G12500.1","vacuole"
17151019,"msms","AT3G12580.1","vacuole"
17151019,"msms","AT3G12800.1","vacuole"
17151019,"msms","AT3G13080.1","vacuole"
17151019,"msms","AT3G13090.1","vacuole"
17151019,"msms","AT3G13100.1","vacuole"
17151019,"msms","AT3G13772.1","vacuole"
17151019,"msms","AT3G13860.1","vacuole"
17151019,"msms","AT3G13870.1","vacuole"
17151019,"msms","AT3G14067.1","vacuole"
17151019,"msms","AT3G14920.1","vacuole"
17151019,"msms","AT3G14990.1","vacuole"
17151019,"msms","AT3G15180.1","vacuole"
17151019,"msms","AT3G15710.1","vacuole"
17151019,"msms","AT3G16240.1","vacuole"
17151019,"msms","AT3G16480.1","vacuole"
17151019,"msms","AT3G16640.1","vacuole"
17151019,"msms","AT3G17040.1","vacuole"
17151019,"msms","AT3G19820.1","vacuole"
17151019,"msms","AT3G20000.1","vacuole"
17151019,"msms","AT3G21250.1","vacuole"
17151019,"msms","AT3G21690.1","vacuole"
17151019,"msms","AT3G22200.1","vacuole"
17151019,"msms","AT3G22530.1","vacuole"
17151019,"msms","AT3G22630.1","vacuole"
17151019,"msms","AT3G23300.1","vacuole"
17151019,"msms","AT3G23990.1","vacuole"
17151019,"msms","AT3G24160.1","vacuole"
17151019,"msms","AT3G25780.1","vacuole"
17151019,"msms","AT3G26520.1","vacuole"
17151019,"msms","AT3G26590.1","vacuole"
17151019,"msms","AT3G26720.1","vacuole"
17151019,"msms","AT3G26810.1","vacuole"
17151019,"msms","AT3G27020.1","vacuole"
17151019,"msms","AT3G27240.1","vacuole"
17151019,"msms","AT3G27280.1","vacuole"
17151019,"msms","AT3G27325.1","vacuole"
17151019,"msms","AT3G28480.1","vacuole"
17151019,"msms","AT3G28710.1","vacuole"
17151019,"msms","AT3G28715.1","vacuole"
17151019,"msms","AT3G28960.1","vacuole"
17151019,"msms","AT3G30390.1","vacuole"
17151019,"msms","AT3G42050.1","vacuole"
17151019,"msms","AT3G44330.1","vacuole"
17151019,"msms","AT3G46060.1","vacuole"
17151019,"msms","AT3G46740.1","vacuole"
17151019,"msms","AT3G47520.1","vacuole"
17151019,"msms","AT3G48680.1","vacuole"
17151019,"msms","AT3G49010.1","vacuole"
17151019,"msms","AT3G49120.1","vacuole"
17151019,"msms","AT3G49360.1","vacuole"
17151019,"msms","AT3G49720.1","vacuole"
17151019,"msms","AT3G49870.1","vacuole"
17151019,"msms","AT3G49910.1","vacuole"
17151019,"msms","AT3G50830.1","vacuole"
17151019,"msms","AT3G51050.1","vacuole"
17151019,"msms","AT3G51260.1","vacuole"
17151019,"msms","AT3G51390.1","vacuole"
17151019,"msms","AT3G52300.1","vacuole"
17151019,"msms","AT3G52640.1","vacuole"
17151019,"msms","AT3G52930.1","vacuole"
17151019,"msms","AT3G53740.1","vacuole"
17151019,"msms","AT3G54110.1","vacuole"
17151019,"msms","AT3G54960.1","vacuole"
17151019,"msms","AT3G55440.1","vacuole"
17151019,"msms","AT3G56190.1","vacuole"
17151019,"msms","AT3G57330.1","vacuole"
17151019,"msms","AT3G57790.1","vacuole"
17151019,"msms","AT3G58730.1","vacuole"
17151019,"msms","AT3G59140.1","vacuole"
17151019,"msms","AT3G60040.1","vacuole"
17151019,"msms","AT3G60190.1","vacuole"
17151019,"msms","AT3G61180.1","vacuole"
17151019,"msms","AT3G62150.1","vacuole"
17151019,"msms","AT3G62360.1","vacuole"
17151019,"msms","AT3G62700.1","vacuole"
17151019,"msms","AT3G62870.1","vacuole"
17151019,"msms","AT3G63520.1","vacuole"
17151019,"msms","AT4G01100.1","vacuole"
17151019,"msms","AT4G02370.1","vacuole"
17151019,"msms","AT4G02620.1","vacuole"
17151019,"msms","AT4G02840.1","vacuole"
17151019,"msms","AT4G03560.1","vacuole"
17151019,"msms","AT4G09320.1","vacuole"
17151019,"msms","AT4G09720.1","vacuole"
17151019,"msms","AT4G09940.1","vacuole"
17151019,"msms","AT4G11150.1","vacuole"
17151019,"msms","AT4G11680.1","vacuole"
17151019,"msms","AT4G12420.1","vacuole"
17151019,"msms","AT4G12650.1","vacuole"
17151019,"msms","AT4G12730.1","vacuole"
17151019,"msms","AT4G13940.1","vacuole"
17151019,"msms","AT4G14880.1","vacuole"
17151019,"msms","AT4G16260.1","vacuole"
17151019,"msms","AT4G16660.1","vacuole"
17151019,"msms","AT4G16720.1","vacuole"
17151019,"msms","AT4G17340.1","vacuole"
17151019,"msms","AT4G17550.1","vacuole"
17151019,"msms","AT4G17730.1","vacuole"
17151019,"msms","AT4G18030.1","vacuole"
17151019,"msms","AT4G20150.1","vacuole"
17151019,"msms","AT4G20850.1","vacuole"
17151019,"msms","AT4G20890.1","vacuole"
17151019,"msms","AT4G21105.1","vacuole"
17151019,"msms","AT4G21150.1","vacuole"
17151019,"msms","AT4G21790.1","vacuole"
17151019,"msms","AT4G22690.1","vacuole"
17151019,"msms","AT4G23640.1","vacuole"
17151019,"msms","AT4G23710.1","vacuole"
17151019,"msms","AT4G24190.1","vacuole"
17151019,"msms","AT4G24430.1","vacuole"
17151019,"msms","AT4G25640.1","vacuole"
17151019,"msms","AT4G26570.1","vacuole"
17151019,"msms","AT4G27090.1","vacuole"
17151019,"msms","AT4G28510.1","vacuole"
17151019,"msms","AT4G28770.1","vacuole"
17151019,"msms","AT4G29130.1","vacuole"
17151019,"msms","AT4G29260.1","vacuole"
17151019,"msms","AT4G30190.1","vacuole"
17151019,"msms","AT4G31300.1","vacuole"
17151019,"msms","AT4G31340.1","vacuole"
17151019,"msms","AT4G32470.1","vacuole"
17151019,"msms","AT4G33110.1","vacuole"
17151019,"msms","AT4G33360.1","vacuole"
17151019,"msms","AT4G33530.1","vacuole"
17151019,"msms","AT4G33625.1","vacuole"
17151019,"msms","AT4G34700.1","vacuole"
17151019,"msms","AT4G34870.1","vacuole"
17151019,"msms","AT4G35000.1","vacuole"
17151019,"msms","AT4G35300.1","vacuole"
17151019,"msms","AT4G36195.1","vacuole"
17151019,"msms","AT4G37190.1","vacuole"
17151019,"msms","AT4G37910.1","vacuole"
17151019,"msms","AT4G38120.1","vacuole"
17151019,"msms","AT4G38270.1","vacuole"
17151019,"msms","AT4G38350.1","vacuole"
17151019,"msms","AT4G38510.1","vacuole"
17151019,"msms","AT4G39080.1","vacuole"
17151019,"msms","AT4G39660.1","vacuole"
17151019,"msms","AT4G39730.1","vacuole"
17151019,"msms","AT5G02240.1","vacuole"
17151019,"msms","AT5G02450.1","vacuole"
17151019,"msms","AT5G02500.1","vacuole"
17151019,"msms","AT5G02610.1","vacuole"
17151019,"msms","AT5G02870.1","vacuole"
17151019,"msms","AT5G06320.1","vacuole"
17151019,"msms","AT5G06450.1","vacuole"
17151019,"msms","AT5G06730.1","vacuole"
17151019,"msms","AT5G07090.1","vacuole"
17151019,"msms","AT5G07340.1","vacuole"
17151019,"msms","AT5G07440.1","vacuole"
17151019,"msms","AT5G08670.1","vacuole"
17151019,"msms","AT5G09400.1","vacuole"
17151019,"msms","AT5G09510.1","vacuole"
17151019,"msms","AT5G09590.1","vacuole"
17151019,"msms","AT5G10350.1","vacuole"
17151019,"msms","AT5G10560.1","vacuole"
17151019,"msms","AT5G10840.1","vacuole"
17151019,"msms","AT5G11560.1","vacuole"
17151019,"msms","AT5G11670.1","vacuole"
17151019,"msms","AT5G12010.1","vacuole"
17151019,"msms","AT5G12140.1","vacuole"
17151019,"msms","AT5G13490.1","vacuole"
17151019,"msms","AT5G13980.1","vacuole"
17151019,"msms","AT5G14030.1","vacuole"
17151019,"msms","AT5G14040.1","vacuole"
17151019,"msms","AT5G14120.1","vacuole"
17151019,"msms","AT5G14430.1","vacuole"
17151019,"msms","AT5G15090.1","vacuole"
17151019,"msms","AT5G15200.1","vacuole"
17151019,"msms","AT5G15630.1","vacuole"
17151019,"msms","AT5G17010.1","vacuole"
17151019,"msms","AT5G17920.1","vacuole"
17151019,"msms","AT5G19320.1","vacuole"
17151019,"msms","AT5G19550.1","vacuole"
17151019,"msms","AT5G19760.1","vacuole"
17151019,"msms","AT5G20090.1","vacuole"
17151019,"msms","AT5G20650.1","vacuole"
17151019,"msms","AT5G22650.1","vacuole"
17151019,"msms","AT5G24650.1","vacuole"
17151019,"msms","AT5G25250.1","vacuole"
17151019,"msms","AT5G25260.1","vacuole"
17151019,"msms","AT5G25265.1","vacuole"
17151019,"msms","AT5G27310.1","vacuole"
17151019,"msms","AT5G28540.1","vacuole"
17151019,"msms","AT5G35590.1","vacuole"
17151019,"msms","AT5G37640.1","vacuole"
17151019,"msms","AT5G39040.1","vacuole"
17151019,"msms","AT5G39380.1","vacuole"
17151019,"msms","AT5G39410.1","vacuole"
17151019,"msms","AT5G39510.1","vacuole"
17151019,"msms","AT5G40670.1","vacuole"
17151019,"msms","AT5G40770.1","vacuole"
17151019,"msms","AT5G40930.1","vacuole"
17151019,"msms","AT5G41000.1","vacuole"
17151019,"msms","AT5G41790.1","vacuole"
17151019,"msms","AT5G42020.1","vacuole"
17151019,"msms","AT5G42080.1","vacuole"
17151019,"msms","AT5G42570.1","vacuole"
17151019,"msms","AT5G43970.1","vacuole"
17151019,"msms","AT5G45050.1","vacuole"
17151019,"msms","AT5G47520.1","vacuole"
17151019,"msms","AT5G49890.1","vacuole"
17151019,"msms","AT5G50370.1","vacuole"
17151019,"msms","AT5G50740.1","vacuole"
17151019,"msms","AT5G50850.1","vacuole"
17151019,"msms","AT5G51570.1","vacuole"
17151019,"msms","AT5G52450.1","vacuole"
17151019,"msms","AT5G53560.1","vacuole"
17151019,"msms","AT5G53960.1","vacuole"
17151019,"msms","AT5G54400.1","vacuole"
17151019,"msms","AT5G54500.1","vacuole"
17151019,"msms","AT5G56000.1","vacuole"
17151019,"msms","AT5G57655.1","vacuole"
17151019,"msms","AT5G58070.1","vacuole"
17151019,"msms","AT5G60160.1","vacuole"
17151019,"msms","AT5G60640.1","vacuole"
17151019,"msms","AT5G61790.1","vacuole"
17151019,"msms","AT5G62200.1","vacuole"
17151019,"msms","AT5G62740.1","vacuole"
17151019,"msms","AT5G63400.1","vacuole"
17151019,"msms","AT5G63910.1","vacuole"
17151019,"msms","AT5G64440.1","vacuole"
17151019,"msms","AT5G66680.1","vacuole"
17151019,"msms","AT5G67480.1","vacuole"
17151019,"msms","AT5G67500.1","vacuole"
17151019,"msms","AT5G67560.1","vacuole"
17158605,"gfp","AT1G20840.1","vacuole"
17158605,"gfp","AT3G51490.1","vacuole"
17158913,"gfp","AT2G26300.1","plasma membrane"
17158913,"gfp","AT3G22942.1","golgi:plasma membrane"
17158913,"gfp","AT3G63420.1","cytosol:golgi:plasma membrane"
17158913,"gfp","AT4G34460.1","cytosol:golgi:plasma membrane"
17171374,"gfp","AT5G39040.1","vacuole"
17189342,"gfp","AT3G01780.1","cytosol:unclear"
17195036,"gfp","AT3G02140.1","nucleus"
17214877,"gfp","AT3G58010.1","plastid"
17214894,"gfp","AT2G30250.1","nucleus"
17217464,"gfp","AT1G73590.1","cytosol:plasma membrane"
17220198,"gfp","AT4G05190.1","cytoskeleton"
17220198,"gfp","AT5G12250.1","cytoskeleton"
17220359,"gfp","AT3G22942.1","plasma membrane"
17220359,"gfp","AT3G63420.1","golgi"
17220364,"gfp","AT2G01570.1","nucleus"
17220881,"gfp","AT3G47690.1","cytoskeleton"
17220881,"gfp","AT4G14960.1","cytoskeleton"
17242203,"gfp","AT4G35020.1","plasma membrane"
17253089,"gfp","AT1G49620.1","nucleus"
17253089,"gfp","AT2G23430.1","nucleus"
17253089,"gfp","AT2G32710.1","nucleus"
17253089,"gfp","AT3G19150.1","nucleus"
17253089,"gfp","AT3G24810.1","nucleus"
17253089,"gfp","AT3G50630.1","nucleus"
17253089,"gfp","AT5G48820.1","nucleus"
17259260,"gfp","AT1G04400.1","nucleus"
17259264,"gfp","AT2G20370.1","golgi"
17259264,"gfp","AT3G54840.1","golgi"
17259264,"gfp","AT4G19640.1","golgi"
17259264,"gfp","AT5G16830.1","golgi"
17259264,"gfp","AT5G26980.1","golgi"
17259264,"gfp","AT5G46860.1","golgi:vacuole"
17261580,"gfp","AT5G01500.1","plastid"
17264065,"gfp","AT4G20260.1","plasma membrane"
17270011,"gfp","AT1G14660.1","plasma membrane"
17270015,"gfp","AT5G42100.1","endoplasmic reticulum:plasma membrane"
17277098,"gfp","AT4G35390.1","nucleus"
17284600,"gfp","AT3G03090.1","vacuole"
17286797,"gfp","AT1G48920.1","nucleus"
17287892,"gfp","AT2G05440.1","cytosol:extracellular"
17287892,"gfp","AT4G34230.1","extracellular:plasma membrane"
17288617,"gfp","AT1G04160.1","unclear"
17288617,"gfp","AT1G17580.1","unclear"
17288617,"gfp","AT3G58160.1","golgi:mitochondrion"
17288617,"gfp","AT4G33200.1","unclear"
17288617,"gfp","AT5G20490.1","unclear"
17288617,"gfp","AT5G43900.1","peroxisome"
17294240,"gfp","AT4G37450.1","extracellular:plasma membrane"
17295027,"gfp","AT2G44940.1","nucleus:plastid"
17306539,"gfp","AT1G73590.1","endoplasmic reticulum:plasma membrane"
17306539,"gfp","AT2G28520.1","golgi"
17306539,"gfp","AT2G44950.1","cytosol"
17306539,"gfp","AT3G05890.1","plasma membrane"
17306539,"gfp","AT3G53420.1","plasma membrane"
17306539,"gfp","AT5G57090.1","endoplasmic reticulum:plasma membrane"
17307898,"gfp","AT1G29330.1","golgi"
17307898,"gfp","AT1G30630.1","cytosol:golgi"
17307898,"gfp","AT2G47170.1","cytosol:golgi"
17307898,"gfp","AT3G61570.1","cytosol:golgi"
17316176,"gfp","AT4G29210.1","unclear"
17317660,"msms","AT1G01100.1","plasma membrane"
17317660,"msms","AT1G01540.1","plasma membrane"
17317660,"msms","AT1G01550.1","plasma membrane"
17317660,"msms","AT1G01620.1","plasma membrane"
17317660,"msms","AT1G01740.1","plasma membrane"
17317660,"msms","AT1G02110.1","plasma membrane"
17317660,"msms","AT1G02500.1","plasma membrane"
17317660,"msms","AT1G02520.1","plasma membrane"
17317660,"msms","AT1G02780.1","plasma membrane"
17317660,"msms","AT1G03080.1","plasma membrane"
17317660,"msms","AT1G03590.1","plasma membrane"
17317660,"msms","AT1G03920.1","plasma membrane"
17317660,"msms","AT1G04270.1","plasma membrane"
17317660,"msms","AT1G04410.1","plasma membrane"
17317660,"msms","AT1G04690.1","plasma membrane"
17317660,"msms","AT1G04750.1","plasma membrane"
17317660,"msms","AT1G04780.1","plasma membrane"
17317660,"msms","AT1G04810.1","plasma membrane"
17317660,"msms","AT1G04820.1","plasma membrane"
17317660,"msms","AT1G05150.1","plasma membrane"
17317660,"msms","AT1G05500.1","plasma membrane"
17317660,"msms","AT1G05570.1","plasma membrane"
17317660,"msms","AT1G05960.1","plasma membrane"
17317660,"msms","AT1G06220.1","plasma membrane"
17317660,"msms","AT1G06390.1","plasma membrane"
17317660,"msms","AT1G06400.1","plasma membrane"
17317660,"msms","AT1G06700.1","plasma membrane"
17317660,"msms","AT1G06840.1","plasma membrane"
17317660,"msms","AT1G07110.1","plasma membrane"
17317660,"msms","AT1G07570.1","plasma membrane"
17317660,"msms","AT1G07630.1","plasma membrane"
17317660,"msms","AT1G07670.1","plasma membrane"
17317660,"msms","AT1G07770.1","plasma membrane"
17317660,"msms","AT1G07810.1","plasma membrane"
17317660,"msms","AT1G07920.1","plasma membrane"
17317660,"msms","AT1G08050.1","plasma membrane"
17317660,"msms","AT1G08360.1","plasma membrane"
17317660,"msms","AT1G08420.1","plasma membrane"
17317660,"msms","AT1G08680.1","plasma membrane"
17317660,"msms","AT1G08820.1","plasma membrane"
17317660,"msms","AT1G09100.1","plasma membrane"
17317660,"msms","AT1G09630.1","plasma membrane"
17317660,"msms","AT1G09640.1","plasma membrane"
17317660,"msms","AT1G09780.1","plasma membrane"
17317660,"msms","AT1G09840.1","plasma membrane"
17317660,"msms","AT1G09930.1","plasma membrane"
17317660,"msms","AT1G09970.1","plasma membrane"
17317660,"msms","AT1G10140.1","plasma membrane"
17317660,"msms","AT1G10200.1","plasma membrane"
17317660,"msms","AT1G10290.1","plasma membrane"
17317660,"msms","AT1G10430.1","plasma membrane"
17317660,"msms","AT1G10590.1","plasma membrane"
17317660,"msms","AT1G10630.1","plasma membrane"
17317660,"msms","AT1G10900.1","plasma membrane"
17317660,"msms","AT1G11130.1","plasma membrane"
17317660,"msms","AT1G11260.1","plasma membrane"
17317660,"msms","AT1G11310.1","plasma membrane"
17317660,"msms","AT1G11330.1","plasma membrane"
