"pubmed","experiment","locus","locations"
26781341,"msms","AT1G67730.1","plasma membrane"
26781341,"msms","AT1G68100.1","plasma membrane"
26781341,"msms","AT1G69840.1","plasma membrane"
26781341,"msms","AT1G69850.1","plasma membrane"
26781341,"msms","AT1G70410.2","plasma membrane"
26781341,"msms","AT1G70730.1","plasma membrane"
26781341,"msms","AT1G70770.1","plasma membrane"
26781341,"msms","AT1G70830.1","plasma membrane"
26781341,"msms","AT1G70890.1","plasma membrane"
26781341,"msms","AT1G70940.1","plasma membrane"
26781341,"msms","AT1G71220.1","plasma membrane"
26781341,"msms","AT1G71820.1","plasma membrane"
26781341,"msms","AT1G71860.1","plasma membrane"
26781341,"msms","AT1G71880.1","plasma membrane"
26781341,"msms","AT1G72150.1","plasma membrane"
26781341,"msms","AT1G72160.1","plasma membrane"
26781341,"msms","AT1G72370.1","plasma membrane"
26781341,"msms","AT1G72500.1","plasma membrane"
26781341,"msms","AT1G73390.1","plasma membrane"
26781341,"msms","AT1G73650.1","plasma membrane"
26781341,"msms","AT1G74050.1","plasma membrane"
26781341,"msms","AT1G74690.1","plasma membrane"
26781341,"msms","AT1G74790.1","plasma membrane"
26781341,"msms","AT1G74910.1","plasma membrane"
26781341,"msms","AT1G74920.1","plasma membrane"
26781341,"msms","AT1G75100.1","plasma membrane"
26781341,"msms","AT1G75680.1","plasma membrane"
26781341,"msms","AT1G76010.1","plasma membrane"
26781341,"msms","AT1G76040.2","plasma membrane"
26781341,"msms","AT1G76180.1","plasma membrane"
26781341,"msms","AT1G76390.1","plasma membrane"
26781341,"msms","AT1G76660.1","plasma membrane"
26781341,"msms","AT1G76850.1","plasma membrane"
26781341,"msms","AT1G77210.1","plasma membrane"
26781341,"msms","AT1G77510.1","plasma membrane"
26781341,"msms","AT1G78300.1","plasma membrane"
26781341,"msms","AT1G78370.1","plasma membrane"
26781341,"msms","AT1G78380.1","plasma membrane"
26781341,"msms","AT1G78570.1","plasma membrane"
26781341,"msms","AT1G78880.1","plasma membrane"
26781341,"msms","AT1G78900.1","plasma membrane"
26781341,"msms","AT1G79340.1","plasma membrane"
26781341,"msms","AT1G79550.1","plasma membrane"
26781341,"msms","AT1G79920.1","plasma membrane"
26781341,"msms","AT1G79940.1","plasma membrane"
26781341,"msms","AT1G80180.1","plasma membrane"
26781341,"msms","AT1G80640.1","plasma membrane"
26781341,"msms","AT2G01170.1","plasma membrane"
26781341,"msms","AT2G01250.1","plasma membrane"
26781341,"msms","AT2G01420.2","plasma membrane"
26781341,"msms","AT2G01470.1","plasma membrane"
26781341,"msms","AT2G01540.1","plasma membrane"
26781341,"msms","AT2G01600.1","plasma membrane"
26781341,"msms","AT2G01720.1","plasma membrane"
26781341,"msms","AT2G01820.1","plasma membrane"
26781341,"msms","AT2G02790.1","plasma membrane"
26781341,"msms","AT2G03440.1","plasma membrane"
26781341,"msms","AT2G04390.1","plasma membrane"
26781341,"msms","AT2G04410.1","plasma membrane"
26781341,"msms","AT2G04780.1","plasma membrane"
26781341,"msms","AT2G07180.1","plasma membrane"
26781341,"msms","AT2G07360.1","plasma membrane"
26781341,"msms","AT2G09990.1","plasma membrane"
26781341,"msms","AT2G10940.1","plasma membrane"
26781341,"msms","AT2G14045.1","plasma membrane"
26781341,"msms","AT2G16600.1","plasma membrane"
26781341,"msms","AT2G17120.1","plasma membrane"
26781341,"msms","AT2G17290.1","plasma membrane"
26781341,"msms","AT2G17360.1","plasma membrane"
26781341,"msms","AT2G17420.1","plasma membrane"
26781341,"msms","AT2G17440.1","plasma membrane"
26781341,"msms","AT2G17720.1","plasma membrane"
26781341,"msms","AT2G18020.1","plasma membrane"
26781341,"msms","AT2G18360.1","plasma membrane"
26781341,"msms","AT2G18730.1","plasma membrane"
26781341,"msms","AT2G18960.1","plasma membrane"
26781341,"msms","AT2G19480.1","plasma membrane"
26781341,"msms","AT2G19730.1","plasma membrane"
26781341,"msms","AT2G19750.1","plasma membrane"
26781341,"msms","AT2G19760.1","plasma membrane"
26781341,"msms","AT2G20050.1","plasma membrane"
26781341,"msms","AT2G20190.1","plasma membrane"
26781341,"msms","AT2G20230.1","plasma membrane"
26781341,"msms","AT2G20450.1","plasma membrane"
26781341,"msms","AT2G20580.1","plasma membrane"
26781341,"msms","AT2G20610.1","plasma membrane"
26781341,"msms","AT2G20760.1","plasma membrane"
26781341,"msms","AT2G20840.1","plasma membrane"
26781341,"msms","AT2G20990.1","plasma membrane"
26781341,"msms","AT2G21160.1","plasma membrane"
26781341,"msms","AT2G21250.1","plasma membrane"
26781341,"msms","AT2G21270.1","plasma membrane"
26781341,"msms","AT2G21390.1","plasma membrane"
26781341,"msms","AT2G21580.1","plasma membrane"
26781341,"msms","AT2G21660.1","plasma membrane"
26781341,"msms","AT2G22125.1","plasma membrane"
26781341,"msms","AT2G22170.1","plasma membrane"
26781341,"msms","AT2G23070.1","plasma membrane"
26781341,"msms","AT2G23140.1","plasma membrane"
26781341,"msms","AT2G23980.1","plasma membrane"
26781341,"msms","AT2G24180.1","plasma membrane"
26781341,"msms","AT2G24200.1","plasma membrane"
26781341,"msms","AT2G24270.1","plasma membrane"
26781341,"msms","AT2G24360.1","plasma membrane"
26781341,"msms","AT2G24420.1","plasma membrane"
26781341,"msms","AT2G24940.1","plasma membrane"
26781341,"msms","AT2G25430.1","plasma membrane"
26781341,"msms","AT2G25800.1","plasma membrane"
26781341,"msms","AT2G26250.1","plasma membrane"
26781341,"msms","AT2G26300.1","plasma membrane"
26781341,"msms","AT2G26510.1","plasma membrane"
26781341,"msms","AT2G26730.1","plasma membrane"
26781341,"msms","AT2G26910.1","plasma membrane"
26781341,"msms","AT2G27020.1","plasma membrane"
26781341,"msms","AT2G27030.1","plasma membrane"
26781341,"msms","AT2G27210.1","plasma membrane"
26781341,"msms","AT2G27530.1","plasma membrane"
26781341,"msms","AT2G27710.1","plasma membrane"
26781341,"msms","AT2G27720.1","plasma membrane"
26781341,"msms","AT2G27860.1","plasma membrane"
26781341,"msms","AT2G28000.1","plasma membrane"
26781341,"msms","AT2G29550.1","plasma membrane"
26781341,"msms","AT2G29960.1","plasma membrane"
26781341,"msms","AT2G30490.1","plasma membrane"
26781341,"msms","AT2G30520.1","plasma membrane"
26781341,"msms","AT2G30740.1","plasma membrane"
26781341,"msms","AT2G30860.1","plasma membrane"
26781341,"msms","AT2G30870.1","plasma membrane"
26781341,"msms","AT2G30930.1","plasma membrane"
26781341,"msms","AT2G31390.1","plasma membrane"
26781341,"msms","AT2G31570.1","plasma membrane"
26781341,"msms","AT2G31610.1","plasma membrane"
26781341,"msms","AT2G31800.1","plasma membrane"
26781341,"msms","AT2G31880.1","plasma membrane"
26781341,"msms","AT2G31960.1","plasma membrane"
26781341,"msms","AT2G32240.1","plasma membrane"
26781341,"msms","AT2G32450.1","plasma membrane"
26781341,"msms","AT2G32520.1","plasma membrane"
26781341,"msms","AT2G32540.1","plasma membrane"
26781341,"msms","AT2G32670.1","plasma membrane"
26781341,"msms","AT2G32720.1","plasma membrane"
26781341,"msms","AT2G32920.1","plasma membrane"
26781341,"msms","AT2G33150.1","plasma membrane"
26781341,"msms","AT2G34480.1","plasma membrane"
26781341,"msms","AT2G34680.1","plasma membrane"
26781341,"msms","AT2G35110.1","plasma membrane"
26781341,"msms","AT2G35630.1","plasma membrane"
26781341,"msms","AT2G36160.1","plasma membrane"
26781341,"msms","AT2G36380.1","plasma membrane"
26781341,"msms","AT2G36460.1","plasma membrane"
26781341,"msms","AT2G36530.1","plasma membrane"
26781341,"msms","AT2G36830.1","plasma membrane"
26781341,"msms","AT2G36850.1","plasma membrane"
26781341,"msms","AT2G36880.1","plasma membrane"
26781341,"msms","AT2G36910.1","plasma membrane"
26781341,"msms","AT2G37050.3","plasma membrane"
26781341,"msms","AT2G37080.1","plasma membrane"
26781341,"msms","AT2G37170.1","plasma membrane"
26781341,"msms","AT2G37180.1","plasma membrane"
26781341,"msms","AT2G37190.1","plasma membrane"
26781341,"msms","AT2G37270.1","plasma membrane"
26781341,"msms","AT2G37970.1","plasma membrane"
26781341,"msms","AT2G38120.1","plasma membrane"
26781341,"msms","AT2G38290.1","plasma membrane"
26781341,"msms","AT2G38480.1","plasma membrane"
26781341,"msms","AT2G38750.1","plasma membrane"
26781341,"msms","AT2G38760.1","plasma membrane"
26781341,"msms","AT2G38940.1","plasma membrane"
26781341,"msms","AT2G39010.1","plasma membrane"
26781341,"msms","AT2G39210.1","plasma membrane"
26781341,"msms","AT2G39310.1","plasma membrane"
26781341,"msms","AT2G39360.1","plasma membrane"
26781341,"msms","AT2G39390.1","plasma membrane"
26781341,"msms","AT2G39460.1","plasma membrane"
26781341,"msms","AT2G39480.1","plasma membrane"
26781341,"msms","AT2G39730.1","plasma membrane"
26781341,"msms","AT2G39990.1","plasma membrane"
26781341,"msms","AT2G40060.1","plasma membrane"
26781341,"msms","AT2G40510.1","plasma membrane"
26781341,"msms","AT2G40660.1","plasma membrane"
26781341,"msms","AT2G40980.1","plasma membrane"
26781341,"msms","AT2G41140.1","plasma membrane"
26781341,"msms","AT2G41410.1","plasma membrane"
26781341,"msms","AT2G41530.1","plasma membrane"
26781341,"msms","AT2G41740.1","plasma membrane"
26781341,"msms","AT2G41840.1","plasma membrane"
26781341,"msms","AT2G42010.1","plasma membrane"
26781341,"msms","AT2G42500.1","plasma membrane"
26781341,"msms","AT2G42590.1","plasma membrane"
26781341,"msms","AT2G42600.1","plasma membrane"
26781341,"msms","AT2G42910.1","plasma membrane"
26781341,"msms","AT2G43130.1","plasma membrane"
26781341,"msms","AT2G43160.1","plasma membrane"
26781341,"msms","AT2G43460.1","plasma membrane"
26781341,"msms","AT2G43680.1","plasma membrane"
26781341,"msms","AT2G43910.1","plasma membrane"
26781341,"msms","AT2G44060.1","plasma membrane"
26781341,"msms","AT2G44100.1","plasma membrane"
26781341,"msms","AT2G44120.1","plasma membrane"
26781341,"msms","AT2G44160.1","plasma membrane"
26781341,"msms","AT2G44310.1","plasma membrane"
26781341,"msms","AT2G44610.1","plasma membrane"
26781341,"msms","AT2G45470.1","plasma membrane"
26781341,"msms","AT2G45710.1","plasma membrane"
26781341,"msms","AT2G45820.1","plasma membrane"
26781341,"msms","AT2G45960.1","plasma membrane"
26781341,"msms","AT2G46170.1","plasma membrane"
26781341,"msms","AT2G46280.1","plasma membrane"
26781341,"msms","AT2G46650.1","plasma membrane"
26781341,"msms","AT2G47000.1","plasma membrane"
26781341,"msms","AT2G47060.1","plasma membrane"
26781341,"msms","AT2G47240.1","plasma membrane"
26781341,"msms","AT2G47470.1","plasma membrane"
26781341,"msms","AT2G47610.1","plasma membrane"
26781341,"msms","AT2G47730.1","plasma membrane"
26781341,"msms","AT3G01290.1","plasma membrane"
26781341,"msms","AT3G01390.1","plasma membrane"
26781341,"msms","AT3G01500.1","plasma membrane"
26781341,"msms","AT3G01780.1","plasma membrane"
26781341,"msms","AT3G02080.1","plasma membrane"
26781341,"msms","AT3G02180.1","plasma membrane"
26781341,"msms","AT3G02360.1","plasma membrane"
26781341,"msms","AT3G02420.1","plasma membrane"
26781341,"msms","AT3G02520.1","plasma membrane"
26781341,"msms","AT3G02530.1","plasma membrane"
26781341,"msms","AT3G02560.1","plasma membrane"
26781341,"msms","AT3G02740.1","plasma membrane"
26781341,"msms","AT3G02880.1","plasma membrane"
26781341,"msms","AT3G03250.1","plasma membrane"
26781341,"msms","AT3G03270.1","plasma membrane"
26781341,"msms","AT3G03560.1","plasma membrane"
26781341,"msms","AT3G03780.1","plasma membrane"
26781341,"msms","AT3G03960.1","plasma membrane"
26781341,"msms","AT3G04090.1","plasma membrane"
26781341,"msms","AT3G04120.1","plasma membrane"
26781341,"msms","AT3G04470.1","plasma membrane"
26781341,"msms","AT3G04840.1","plasma membrane"
26781341,"msms","AT3G04920.1","plasma membrane"
26781341,"msms","AT3G05050.1","plasma membrane"
26781341,"msms","AT3G05090.1","plasma membrane"
26781341,"msms","AT3G05530.1","plasma membrane"
26781341,"msms","AT3G05560.1","plasma membrane"
26781341,"msms","AT3G05900.1","plasma membrane"
26781341,"msms","AT3G06580.1","plasma membrane"
26781341,"msms","AT3G06650.1","plasma membrane"
26781341,"msms","AT3G06720.1","plasma membrane"
26781341,"msms","AT3G07020.1","plasma membrane"
26781341,"msms","AT3G07100.1","plasma membrane"
26781341,"msms","AT3G07110.1","plasma membrane"
26781341,"msms","AT3G07160.1","plasma membrane"
26781341,"msms","AT3G07390.1","plasma membrane"
26781341,"msms","AT3G07570.1","plasma membrane"
26781341,"msms","AT3G08510.1","plasma membrane"
26781341,"msms","AT3G08530.1","plasma membrane"
26781341,"msms","AT3G08580.1","plasma membrane"
26781341,"msms","AT3G08680.1","plasma membrane"
26781341,"msms","AT3G08710.1","plasma membrane"
26781341,"msms","AT3G08947.1","plasma membrane"
26781341,"msms","AT3G09200.1","plasma membrane"
26781341,"msms","AT3G09260.1","plasma membrane"
26781341,"msms","AT3G09440.1","plasma membrane"
26781341,"msms","AT3G09500.1","plasma membrane"
26781341,"msms","AT3G09630.1","plasma membrane"
26781341,"msms","AT3G09680.1","plasma membrane"
26781341,"msms","AT3G09740.1","plasma membrane"
26781341,"msms","AT3G09820.1","plasma membrane"
26781341,"msms","AT3G09840.1","plasma membrane"
26781341,"msms","AT3G09980.1","plasma membrane"
26781341,"msms","AT3G10090.1","plasma membrane"
26781341,"msms","AT3G10260.1","plasma membrane"
26781341,"msms","AT3G10380.1","plasma membrane"
26781341,"msms","AT3G10950.1","plasma membrane"
26781341,"msms","AT3G10980.1","plasma membrane"
26781341,"msms","AT3G11130.1","plasma membrane"
26781341,"msms","AT3G11400.1","plasma membrane"
26781341,"msms","AT3G11510.1","plasma membrane"
26781341,"msms","AT3G11800.1","plasma membrane"
26781341,"msms","AT3G11820.1","plasma membrane"
26781341,"msms","AT3G11910.1","plasma membrane"
26781341,"msms","AT3G12110.1","plasma membrane"
26781341,"msms","AT3G12290.1","plasma membrane"
26781341,"msms","AT3G12390.1","plasma membrane"
26781341,"msms","AT3G12490.1","plasma membrane"
26781341,"msms","AT3G12580.1","plasma membrane"
26781341,"msms","AT3G12780.1","plasma membrane"
26781341,"msms","AT3G13530.1","plasma membrane"
26781341,"msms","AT3G13870.1","plasma membrane"
26781341,"msms","AT3G13920.1","plasma membrane"
26781341,"msms","AT3G14350.1","plasma membrane"
26781341,"msms","AT3G14650.1","plasma membrane"
26781341,"msms","AT3G14840.2","plasma membrane"
26781341,"msms","AT3G15730.1","plasma membrane"
26781341,"msms","AT3G15890.1","plasma membrane"
26781341,"msms","AT3G16100.1","plasma membrane"
26781341,"msms","AT3G16240.1","plasma membrane"
26781341,"msms","AT3G16400.1","plasma membrane"
26781341,"msms","AT3G16420.1","plasma membrane"
26781341,"msms","AT3G16450.1","plasma membrane"
26781341,"msms","AT3G16460.1","plasma membrane"
26781341,"msms","AT3G16470.1","plasma membrane"
26781341,"msms","AT3G16640.1","plasma membrane"
26781341,"msms","AT3G16780.1","plasma membrane"
26781341,"msms","AT3G17020.1","plasma membrane"
26781341,"msms","AT3G17390.1","plasma membrane"
26781341,"msms","AT3G17410.1","plasma membrane"
26781341,"msms","AT3G17440.1","plasma membrane"
26781341,"msms","AT3G17650.1","plasma membrane"
26781341,"msms","AT3G17820.1","plasma membrane"
26781341,"msms","AT3G17840.1","plasma membrane"
26781341,"msms","AT3G18050.1","plasma membrane"
26781341,"msms","AT3G18060.1","plasma membrane"
26781341,"msms","AT3G18370.1","plasma membrane"
26781341,"msms","AT3G18820.1","plasma membrane"
26781341,"msms","AT3G18830.1","plasma membrane"
26781341,"msms","AT3G19340.1","plasma membrane"
26781341,"msms","AT3G19820.1","plasma membrane"
26781341,"msms","AT3G19930.1","plasma membrane"
26781341,"msms","AT3G20050.1","plasma membrane"
26781341,"msms","AT3G20290.1","plasma membrane"
26781341,"msms","AT3G20410.1","plasma membrane"
26781341,"msms","AT3G22110.1","plasma membrane"
26781341,"msms","AT3G22230.1","plasma membrane"
26781341,"msms","AT3G22942.1","plasma membrane"
26781341,"msms","AT3G23310.1","plasma membrane"
26781341,"msms","AT3G23600.1","plasma membrane"
26781341,"msms","AT3G23750.1","plasma membrane"
26781341,"msms","AT3G23810.1","plasma membrane"
26781341,"msms","AT3G24180.1","plasma membrane"
26781341,"msms","AT3G24503.1","plasma membrane"
26781341,"msms","AT3G24550.1","plasma membrane"
26781341,"msms","AT3G24830.1","plasma membrane"
26781341,"msms","AT3G25070.1","plasma membrane"
26781341,"msms","AT3G25290.1","plasma membrane"
26781341,"msms","AT3G25520.1","plasma membrane"
26781341,"msms","AT3G25530.1","plasma membrane"
26781341,"msms","AT3G25690.1","plasma membrane"
26781341,"msms","AT3G25800.1","plasma membrane"
26781341,"msms","AT3G26020.1","plasma membrane"
26781341,"msms","AT3G26210.1","plasma membrane"
26781341,"msms","AT3G26290.1","plasma membrane"
26781341,"msms","AT3G26450.1","plasma membrane"
26781341,"msms","AT3G26520.1","plasma membrane"
26781341,"msms","AT3G26650.1","plasma membrane"
26781341,"msms","AT3G26700.1","plasma membrane"
26781341,"msms","AT3G26935.1","plasma membrane"
26781341,"msms","AT3G27390.1","plasma membrane"
26781341,"msms","AT3G27830.1","plasma membrane"
26781341,"msms","AT3G27960.1","plasma membrane"
26781341,"msms","AT3G28040.1","plasma membrane"
26781341,"msms","AT3G28450.1","plasma membrane"
26781341,"msms","AT3G28860.1","plasma membrane"
26781341,"msms","AT3G29310.1","plasma membrane"
26781341,"msms","AT3G44110.1","plasma membrane"
26781341,"msms","AT3G44310.1","plasma membrane"
26781341,"msms","AT3G44330.1","plasma membrane"
26781341,"msms","AT3G45030.1","plasma membrane"
26781341,"msms","AT3G45600.1","plasma membrane"
26781341,"msms","AT3G45780.1","plasma membrane"
26781341,"msms","AT3G46060.1","plasma membrane"
26781341,"msms","AT3G46280.1","plasma membrane"
26781341,"msms","AT3G46290.1","plasma membrane"
26781341,"msms","AT3G46520.1","plasma membrane"
26781341,"msms","AT3G46830.1","plasma membrane"
26781341,"msms","AT3G47370.1","plasma membrane"
26781341,"msms","AT3G47960.1","plasma membrane"
26781341,"msms","AT3G48200.1","plasma membrane"
