pmid,issn,name,year,doi
17242203,0270-7306,Mol. Cell. Biol.,2007,10.1128/MCB.02347-06
17253089,0721-7714,Plant Cell Rep.,2007,10.1007/s00299-006-0294-3
17259181,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M611093200
17259260,1040-4651,Plant Cell,2007,10.1105/tpc.106.048157
17259264,1040-4651,Plant Cell,2007,10.1105/tpc.106.046631
17261580,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M609130200
17264065,0022-0957,J. Exp. Bot.,2007,10.1093/jxb/erl284
17267444,0950-1991,Development,2007,10.1242/dev.02792
17270011,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2006.02990.x
17270015,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2006.02986.x
17277098,0032-0889,Plant Physiol.,2007,10.1104/pp.106.093542
17284600,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0610278104
17286797,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2006.03016.x
17287892,0918-9440,J. Plant Res.,2007,10.1007/s10265-006-0058-8
17288617,1471-2229,BMC Plant Biol.,2007,10.1186/1471-2229-7-6
17294240,0032-0935,Planta,2007,10.1007/s00425-007-0478-2
17295027,1617-4615,Mol. Genet. Genomics,2007,10.1007/s00438-007-0214-4
17304239,1469-221X,EMBO Rep.,2007,10.1038/sj.embor.7400902
17306539,0960-9822,Curr. Biol.,2007,10.1016/j.cub.2007.01.052
17307898,0032-0889,Plant Physiol.,2007,10.1104/pp.106.094953
17316176,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2006.03005.x
17317660,1535-9476,Mol. Cell Proteomics,2007,10.1074/mcp.M600429-MCP200
17322342,0032-0889,Plant Physiol.,2007,10.1104/pp.106.089904
17322407,1040-4651,Plant Cell,2007,10.1105/tpc.106.049320
17322552,0022-0957,J. Exp. Bot.,2007,10.1093/jxb/erl303
17324226,0140-7791,Plant Cell Environ.,2007,10.1111/j.1365-3040.2006.01624.x
17337534,0032-0889,Plant Physiol.,2007,10.1104/pp.106.092155
17340043,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-007-9135-1
17344055,0981-9428,Plant Physiol. Biochem.,2007,10.1016/j.plaphy.2007.01.007
17347412,1095-9203,Science,2007,10.1126/science.1135882
17360592,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0611615104
17369373,1040-4651,Plant Cell,2007,10.1105/tpc.106.042705
17376158,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03061.x
17376809,0950-1991,Development,2007,10.1242/dev.001016
17389408,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0700789104
17397508,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03039.x
17406791,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-007-9156-9
17407539,0140-7791,Plant Cell Environ.,2007,10.1111/j.1365-3040.2007.01651.x
17416730,1040-4651,Plant Cell,2007,10.1105/tpc.107.051441
17419841,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03072.x
17426018,1535-9476,Mol. Cell Proteomics,2007,10.1074/mcp.M700078-MCP200
17426055,0022-0957,J. Exp. Bot.,2007,10.1093/jxb/erm040
17446396,1095-9203,Science,2007,10.1126/science.1139531
17449644,0032-0889,Plant Physiol.,2007,10.1104/pp.107.095414
17449811,1040-4651,Plant Cell,2007,10.1105/tpc.106.042291
17468262,1040-4651,Plant Cell,2007,10.1105/tpc.106.049346
17470967,0950-1991,Development,2007,10.1242/dev.001891
17478548,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcm052
17483306,1040-4651,Plant Cell,2007,10.1105/tpc.105.035626
17485445,0270-7306,Mol. Cell. Biol.,2007,10.1128/MCB.01989-06
17488236,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03122.x
17492287,0721-7714,Plant Cell Rep.,2007,10.1007/s00299-007-0356-1
17500056,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M700645200
17513499,1040-4651,Plant Cell,2007,10.1105/tpc.106.049239
17517886,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M702383200
17525078,0022-0957,J. Exp. Bot.,2007,10.1093/jxb/erm086
17530285,0032-0935,Planta,2007,10.1007/s00425-007-0546-7
17535810,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M611545200
17540716,1040-4651,Plant Cell,2007,10.1105/tpc.107.050542
17550895,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M704091200
17556810,1671-3877,Zhi Wu Sheng Li Yu Fen Zi Sheng Wu Xue Xue Bao,2007,
17557807,1040-4651,Plant Cell,2007,10.1105/tpc.106.048777
17559518,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03138.x
17560376,1097-2765,Mol. Cell,2007,10.1016/j.molcel.2007.05.007
17562072,0032-0935,Planta,2007,10.1007/s00425-007-0549-4
17573350,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M700901200
17573536,1040-4651,Plant Cell,2007,10.1105/tpc.106.048488
17575050,0890-9369,Genes Dev.,2007,10.1101/gad.1559607
17583518,0981-9428,Plant Physiol. Biochem.,2007,10.1016/j.plaphy.2007.04.007
17587183,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-007-9198-z
17600708,0960-9822,Curr. Biol.,2007,10.1016/j.cub.2007.05.036
17600715,0960-9822,Curr. Biol.,2007,10.1016/j.cub.2007.05.076
17602189,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcm085
17612410,1471-2229,BMC Plant Biol.,2007,10.1186/1471-2229-7-35
17625569,1476-4687,Nature,2007,10.1038/nature05999
17626179,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0705306104
17631528,0032-0889,Plant Physiol.,2007,10.1104/pp.107.100800
17637675,1476-4687,Nature,2007,10.1038/nature06006
17637677,1476-4687,Nature,2007,10.1038/nature05960
17644624,0032-0889,Plant Physiol.,2007,10.1104/pp.107.104299
17644729,1040-4651,Plant Cell,2007,10.1105/tpc.106.045732
17644812,1535-9476,Mol. Cell Proteomics,2007,10.1074/mcp.M700099-MCP200
17662727,0014-5793,FEBS Lett.,2007,10.1016/j.febslet.2007.07.023
17666011,1470-8728,Biochem. J.,2007,10.1042/BJ20070786
17666025,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03212.x
17674780,1673-520X,Fen Zi Xi Bao Sheng Wu Xue Bao,2007,
17675404,1040-4651,Plant Cell,2007,10.1105/tpc.107.050963
17681130,1534-5807,Dev. Cell,2007,10.1016/j.devcel.2007.06.009
17683937,0960-9822,Curr. Biol.,2007,10.1016/j.cub.2007.07.018
17693538,0032-0889,Plant Physiol.,2007,10.1104/pp.107.103986
17699755,0890-9369,Genes Dev.,2007,10.1101/gad.1568207
17704763,1476-4687,Nature,2007,10.1038/nature06132
17711414,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03238.x
17712600,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-007-9226-z
17719007,0006-291X,Biochem. Biophys. Res. Commun.,2007,10.1016/j.bbrc.2007.08.026
17762870,0261-4189,EMBO J.,2007,10.1038/sj.emboj.7601815
17785451,1098-5549,Mol. Cell. Biol.,2007,10.1128/MCB.00429-07
17785527,0890-9369,Genes Dev.,2007,10.1101/gad.440307
17786468,0032-0935,Planta,2007,10.1007/s00425-007-0611-2
17804481,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcm112
17825054,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03249.x
17855426,0950-1991,Development,2007,10.1242/dev.011510
17868439,1471-2229,BMC Plant Biol.,2007,10.1186/1471-2229-7-47
17869214,0006-291X,Biochem. Biophys. Res. Commun.,2007,10.1016/j.bbrc.2007.08.177
17872410,1095-9203,Science,2007,10.1126/science.1146994
17872921,0022-0957,J. Exp. Bot.,2007,10.1093/jxb/erm187
17873093,1040-4651,Plant Cell,2007,10.1105/tpc.107.053777
17873098,1040-4651,Plant Cell,2007,10.1105/tpc.106.048769
17875927,1098-5549,Mol. Cell. Biol.,2007,10.1128/MCB.00430-07
17877833,1471-2229,BMC Plant Biol.,2007,10.1186/1471-2229-7-48
17878303,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0706569104
17883375,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03276.x
17885091,0032-0889,Plant Physiol.,2007,10.1104/pp.107.102657
17889649,0092-8674,Cell,2007,10.1016/j.cell.2007.07.033
17889650,0092-8674,Cell,2007,10.1016/j.cell.2007.08.040
17892446,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03281.x
17892448,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2007.03232.x
17898163,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0707912104
17911168,0021-9533,J. Cell. Sci.,2007,10.1242/jcs.004119
17934214,1535-9484,Mol. Cell Proteomics,2008,10.1074/mcp.M700052-MCP200
17937504,1553-7404,PLoS Genet.,2007,10.1371/journal.pgen.0030176
17938172,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M704063200
17944809,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03312.x
17947231,0021-9258,J. Biol. Chem.,2008,10.1074/jbc.M705650200
17951432,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0704751104
17951446,1040-4651,Plant Cell,2007,10.1105/tpc.107.054361
17951448,1040-4651,Plant Cell,2007,10.1105/tpc.107.050989
17951453,0032-0889,Plant Physiol.,2007,10.1104/pp.107.108654
17965176,0032-0889,Plant Physiol.,2007,10.1104/pp.107.108704
17965270,1040-4651,Plant Cell,2007,10.1105/tpc.107.054791
17971042,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03318.x
17972097,0949-944X,Dev. Genes Evol.,2007,10.1007/s00427-007-0186-8
17976154,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03324.x
17978851,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-007-9251-y
17981987,0032-0889,Plant Physiol.,2008,10.1104/pp.107.107441
17981999,1040-4651,Plant Cell,2007,10.1105/tpc.107.050534
17982713,0918-9440,J. Plant Res.,2008,10.1007/s10265-007-0118-8
17991630,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcm155
17993627,1040-4651,Plant Cell,2007,10.1105/tpc.106.048173
17999643,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03339.x
17999646,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03335.x
18003924,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2007,10.1073/pnas.0705082104
18024560,0032-0889,Plant Physiol.,2008,10.1104/pp.107.110817
18032629,1040-4651,Plant Cell,2007,10.1105/tpc.107.054981
18036201,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2007.03379.x
18042043,1470-8728,Biochem. J.,2008,10.1042/BJ20070770
18047472,0960-7412,Plant J.,2008,10.1111/j.1365-313X.2007.03351.x
18055606,1040-4651,Plant Cell,2007,10.1105/tpc.107.054775
18055610,1040-4651,Plant Cell,2007,10.1105/tpc.107.053876
18060348,0918-9440,J. Plant Res.,2008,10.1007/s10265-007-0127-7
18065690,1040-4651,Plant Cell,2007,10.1105/tpc.107.051896
18067581,1742-464X,FEBS J.,2008,10.1111/j.1742-4658.2007.06170.x
18086223,0028-646X,New Phytol.,2008,10.1111/j.1469-8137.2007.02331.x
18088326,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2007.03390.x
18156219,1040-4651,Plant Cell,2007,10.1105/tpc.106.050021
18160042,0092-8674,Cell,2007,10.1016/j.cell.2007.10.056
18178112,1065-6995,Cell Biol. Int.,2008,10.1016/j.cellbi.2007.11.006
18179725,1471-2229,BMC Plant Biol.,2008,10.1186/1471-2229-8-3
18182439,1460-2431,J. Exp. Bot.,2007,10.1093/jxb/erm304
18189341,1535-3893,J. Proteome Res.,2008,10.1021/pr700595p
18203920,1040-4651,Plant Cell,2008,10.1105/tpc.107.056515
18208522,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03414.x
18218967,0032-0889,Plant Physiol.,2008,10.1104/pp.107.113829
18222962,1471-9053,Plant Cell Physiol.,2008,10.1093/pcp/pcn006
18223036,1040-4651,Plant Cell,2008,10.1105/tpc.107.055418
18236008,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9299-3
18242181,0014-5793,FEBS Lett.,2008,10.1016/j.febslet.2008.01.039
18243102,1097-4172,Cell,2008,10.1016/j.cell.2007.12.028
18250314,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0708795105
18252252,1095-564X,Dev. Biol.,2008,10.1016/j.ydbio.2007.12.016
18266916,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03445.x
18268542,1748-7838,Cell Res.,2008,10.1038/cr.2008.26
1826905,0021-9258,J. Biol. Chem.,1991,
18273019,1476-4687,Nature,2008,10.1038/nature06545
18287201,0950-1991,Development,2008,10.1242/dev.015842
18296627,1040-4651,Plant Cell,2008,10.1105/tpc.107.057281
18298670,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03455.x
18298671,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03454.x
18315545,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03460.x
18315949,1976-6696,BMB Rep,2008,
18318686,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03471.x
18326491,0021-9258,J. Biol. Chem.,2008,10.1074/jbc.M801376200
18331354,1742-464X,FEBS J.,2008,10.1111/j.1742-4658.2008.06335.x
18359840,0032-0889,Plant Physiol.,2008,10.1104/pp.108.118992
18368500,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9322-8
18369739,1466-1268,Cell Stress Chaperones,2008,10.1007/s12192-008-0032-6
18384742,1096-0309,Anal. Biochem.,2008,10.1016/j.ab.2008.03.015
18385124,1535-9484,Mol. Cell Proteomics,2008,10.1074/mcp.M700535-MCP200
18387366,0014-5793,FEBS Lett.,2008,10.1016/j.febslet.2008.03.034
18388858,1460-2075,EMBO J.,2008,10.1038/emboj.2008.68
18390592,1040-4651,Plant Cell,2008,10.1105/tpc.107.057737
18390806,0032-0889,Plant Physiol.,2008,10.1104/pp.108.115923
18397324,1742-464X,FEBS J.,2008,10.1111/j.1742-4658.2008.06379.x
18397371,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03508.x
1840915,1040-4651,Plant Cell,1991,10.1105/tpc.3.4.345
18429937,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03523.x
18429938,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03522.x
18430956,0016-6731,Genetics,2008,10.1534/genetics.108.086777
18431481,1932-6203,PLoS ONE,2008,10.1371/journal.pone.0001994
18433157,1535-3893,J. Proteome Res.,2008,10.1021/pr8000173
18433418,1399-3054,Physiol Plant,2008,10.1111/j.1399-3054.2008.01103.x
18441219,0032-0889,Plant Physiol.,2008,10.1104/pp.108.120014
18445131,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03533.x
18451262,0032-0889,Plant Physiol.,2008,10.1104/pp.108.119420
18453549,1537-1719,Mol. Biol. Evol.,2008,10.1093/molbev/msn102
18454190,1553-7404,PLoS Genet.,2008,10.1371/journal.pgen.1000004
18460606,1040-4651,Plant Cell,2008,10.1105/tpc.107.050906
18466301,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03544.x
18466306,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03549.x
18467451,0032-0889,Plant Physiol.,2008,10.1104/pp.108.117457
18467490,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0802254105
18479511,1471-2164,BMC Genomics,2008,10.1186/1471-2164-9-220
18484180,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9344-2
18492870,1040-4651,Plant Cell,2008,10.1105/tpc.108.059105
18494853,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03562.x
18495639,1460-2431,J. Exp. Bot.,2008,10.1093/jxb/ern123
18500650,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9345-1
18501944,0042-6822,Virology,2008,10.1016/j.virol.2008.04.015
18502847,1040-4651,Plant Cell,2008,10.1105/tpc.108.059428
18505759,1471-9053,Plant Cell Physiol.,2008,10.1093/pcp/pcn079
18505803,1040-4651,Plant Cell,2008,10.1105/tpc.108.058883
18507772,1469-8137,New Phytol.,2008,10.1111/j.1469-8137.2008.02492.x
18528439,1460-2075,EMBO J.,2008,10.1038/emboj.2008.107
18532977,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03565.x
18541146,1090-2104,Biochem. Biophys. Res. Commun.,2008,10.1016/j.bbrc.2008.05.161
18541169,1095-9998,Food Microbiol.,2008,10.1016/j.fm.2008.03.003
18543065,0167-4412,Plant Mol. Biol.,2008,10.1007/s11103-008-9359-8
18544608,1460-2431,J. Exp. Bot.,2008,10.1093/jxb/ern101
18547396,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03566.x
18550827,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0804144105
18551167,1553-7404,PLoS Genet.,2008,10.1371/journal.pgen.1000093
18552200,1040-4651,Plant Cell,2008,10.1105/tpc.108.058891
18552202,1040-4651,Plant Cell,2008,10.1105/tpc.107.057380
18559960,1040-4651,Plant Cell,2008,10.1105/tpc.108.058578
18567829,0032-0889,Plant Physiol.,2008,10.1104/pp.108.119909
18571510,0006-3002,Biochim. Biophys. Acta,2008,10.1016/j.bbagrm.2008.05.007
18573191,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03594.x
18577522,0021-9258,J. Biol. Chem.,2008,10.1074/jbc.M800641200
18577573,0021-9533,J. Cell. Sci.,2008,10.1242/jcs.030221
18583528,0032-0889,Plant Physiol.,2008,10.1104/pp.108.123802
18587275,1016-8478,Mol. Cells,2008,
18591351,1040-4651,Plant Cell,2008,10.1105/tpc.108.059220
18598361,1471-2229,BMC Plant Biol.,2008,10.1186/1471-2229-8-74
18599455,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0803996105
18599582,1040-4651,Plant Cell,2008,10.1105/tpc.107.054965
18599653,0032-0889,Plant Physiol.,2008,10.1104/pp.108.119404
18612642,0721-7714,Plant Cell Rep.,2008,10.1007/s00299-008-0583-0
18632581,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0804218105
18633119,0032-0889,Plant Physiol.,2008,10.1104/pp.108.124545
18634751,1090-2104,Biochem. Biophys. Res. Commun.,2008,10.1016/j.bbrc.2008.07.021
18641086,0032-0889,Plant Physiol.,2008,10.1104/pp.108.120477
18642946,1535-3893,J. Proteome Res.,2008,10.1021/pr0703831
18643965,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03623.x
18643969,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03605.x
18643979,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03596.x
18643987,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03625.x
18643991,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03614.x
18643997,1365-313X,Plant J.,2008,10.1111/j.1365-313X.2008.03631.x
18644794,0021-9258,J. Biol. Chem.,2008,10.1074/jbc.M802621200
18650934,1460-2075,EMBO J.,2008,10.1038/emboj.2008.147
18653891,1095-9203,Science,2008,10.1126/science.1156973
18667529,1939-4586,Mol. Biol. Cell,2008,10.1091/mbc.E08-04-0341
18671868,1474-760X,Genome Biol.,2008,10.1186/gb-2008-9-7-r120
18674533,1090-2422,Exp. Cell Res.,2008,10.1016/j.yexcr.2008.06.020
18676662,0032-0889,Plant Physiol.,2008,10.1104/pp.108.124248
18676877,1040-4651,Plant Cell,2008,10.1105/tpc.108.058339
18686298,1615-9861,Proteomics,2008,10.1002/pmic.200701104
18703057,0014-5793,FEBS Lett.,2008,10.1016/j.febslet.2008.07.061
18703495,1460-2431,J. Exp. Bot.,2008,10.1093/jxb/ern202
18710496,1756-0500,BMC Res Notes,2008,10.1186/1756-0500-1-43
18713401,1744-7909,J Integr Plant Biol,2008,10.1111/j.1744-7909.2008.00695.x
18713402,1744-7909,J Integr Plant Biol,2008,10.1111/j.1744-7909.2008.00694.x
18713950,1040-4651,Plant Cell,2008,10.1105/tpc.108.058958
18715957,0032-0889,Plant Physiol.,2008,10.1104/pp.108.123075
18768906,0032-0889,Plant Physiol.,2008,10.1104/pp.108.127027
18776063,1040-4651,Plant Cell,2008,10.1105/tpc.107.055566
18796637,1040-4651,Plant Cell,2008,10.1105/tpc.108.061747
18810574,0033-183X,Protoplasma,2008,10.1007/s00709-008-0015-6
18812496,1040-4651,Plant Cell,2008,10.1105/tpc.108.061440
18812497,1040-4651,Plant Cell,2008,10.1105/tpc.108.059287
18812498,1040-4651,Plant Cell,2008,10.1105/tpc.107.056580
18813226,1748-7838,Cell Res.,2008,10.1038/cr.2008.286
18815383,0032-0889,Plant Physiol.,2008,10.1104/pp.108.128413
18817773,0014-5793,FEBS Lett.,2008,10.1016/j.febslet.2008.08.038
18818695,1460-2075,EMBO J.,2008,10.1038/emboj.2008.191
18818696,1460-2075,EMBO J.,2008,10.1038/emboj.2008.190
18823312,1469-8137,New Phytol.,2009,10.1111/j.1469-8137.2008.02631.x
18826430,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03695.x
18827182,1040-4651,Plant Cell,2008,10.1105/tpc.108.058487
18827404,1347-3700,Cell Struct. Funct.,2008,
18830673,0167-4412,Plant Mol. Biol.,2009,10.1007/s11103-008-9405-6
18835996,0032-0889,Plant Physiol.,2008,10.1104/pp.108.126912
18836139,1460-2431,J. Exp. Bot.,2008,10.1093/jxb/ern241
18845362,1618-1328,J. Plant Physiol.,2009,10.1016/j.jplph.2008.08.003
18845687,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0808204105
18849490,1040-4651,Plant Cell,2008,10.1105/tpc.108.062760
18931021,1040-4651,Plant Cell,2008,10.1105/tpc.108.061028
18931139,0032-0889,Plant Physiol.,2008,10.1104/pp.108.130575
18931141,0032-0889,Plant Physiol.,2008,10.1104/pp.108.129999
18948957,1476-4687,Nature,2008,10.1038/nature07289
18952772,1040-4651,Plant Cell,2008,10.1105/tpc.108.059915
18952862,0032-0889,Plant Physiol.,2008,10.1104/pp.108.125377
18974936,0167-4412,Plant Mol. Biol.,2009,10.1007/s11103-008-9419-0
18982020,1748-7838,Cell Res.,2008,10.1038/cr.2008.300
18996978,1040-4651,Plant Cell,2008,10.1105/tpc.108.061341
18998720,1535-3893,J. Proteome Res.,2009,10.1021/pr800649s
19000159,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03736.x
19000164,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03738.x
19000165,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03743.x
19000166,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03742.x
19000167,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03741.x
19002591,0167-4412,Plant Mol. Biol.,2009,10.1007/s11103-008-9426-1
19011093,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2008,10.1073/pnas.0806157105
19011118,1040-4651,Plant Cell,2008,10.1105/tpc.108.061531
19027309,0981-9428,Plant Physiol. Biochem.,2009,10.1016/j.plaphy.2008.10.003
19029297,0021-9258,J. Biol. Chem.,2009,10.1074/jbc.M806881200
19033528,1040-4651,Plant Cell,2008,10.1105/tpc.108.058826
19033529,1040-4651,Plant Cell,2008,10.1105/tpc.107.056705
19036033,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03745.x
19043666,0167-4412,Plant Mol. Biol.,2009,10.1007/s11103-008-9431-4
19050167,1040-4651,Plant Cell,2008,10.1105/tpc.108.062919
19053246,1520-4995,Biochemistry,2008,10.1021/bi801772k
19054337,1469-8137,New Phytol.,2009,10.1111/j.1469-8137.2008.02692.x
19054355,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2008.03765.x
19056285,0981-9428,Plant Physiol. Biochem.,2009,10.1016/j.plaphy.2008.10.011
19071125,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2008.11.046
19073648,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcn186
19073763,1040-4651,Plant Cell,2008,10.1105/tpc.108.062042
19074626,0032-0889,Plant Physiol.,2009,10.1104/pp.108.130450
19076295,1469-8137,New Phytol.,2009,10.1111/j.1469-8137.2008.02701.x
19088329,1040-4651,Plant Cell,2008,10.1105/tpc.108.063859
19098009,0021-9258,J. Biol. Chem.,2009,10.1074/jbc.M804462200
19098073,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcn197
19098980,1932-6203,PLoS ONE,2008,10.1371/journal.pone.0003989
19118534,1090-2104,Biochem. Biophys. Res. Commun.,2009,10.1016/j.bbrc.2008.11.156
19130088,1617-4623,Mol. Genet. Genomics,2009,10.1007/s00438-008-0419-1
19135895,1097-4172,Cell,2009,10.1016/j.cell.2008.12.026
19136569,0032-0889,Plant Physiol.,2009,10.1104/pp.108.130070
19138429,1471-2229,BMC Plant Biol.,2009,10.1186/1471-2229-9-5
19144001,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03786.x
19150360,1089-8638,J. Mol. Biol.,2009,10.1016/j.jmb.2008.12.066
19151223,1040-4651,Plant Cell,2009,10.1105/tpc.108.064097
19151224,1040-4651,Plant Cell,2009,10.1105/tpc.108.061812
19165148,1460-2075,EMBO J.,2009,10.1038/emboj.2009.4
19166850,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.01.019
19174456,1460-2431,J. Exp. Bot.,2009,10.1093/jxb/ern365
19187040,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03814.x
19196655,1549-5477,Genes Dev.,2009,10.1101/gad.1765709
19200149,1744-7909,J Integr Plant Biol,2009,10.1111/j.1744-7909.2008.00781.x
19200151,1744-7909,J Integr Plant Biol,2009,10.1111/j.1744-7909.2008.00795.x
19207211,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03815.x
19210716,1469-8137,New Phytol.,2009,10.1111/j.1469-8137.2009.02766.x
19211700,0032-0889,Plant Physiol.,2009,10.1104/pp.108.133298
19218364,0032-0889,Plant Physiol.,2009,10.1104/pp.108.133272
19218396,1040-4651,Plant Cell,2009,10.1105/tpc.108.064477
19218397,1040-4651,Plant Cell,2009,10.1105/tpc.108.062513
19220478,1567-1364,FEMS Yeast Res.,2009,10.1111/j.1567-1364.2009.00483.x
19223001,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.02.017
19223513,1040-4651,Plant Cell,2009,10.1105/tpc.108.063289
19223515,1040-4651,Plant Cell,2009,10.1105/tpc.108.060145
19224953,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcp025
19224954,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcp027
19228333,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03839.x
19228338,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03844.x
19233904,0032-0889,Plant Physiol.,2009,10.1104/pp.108.132092
19248824,1879-0038,Gene,2009,10.1016/j.gene.2009.02.010
19258017,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.02.035
19261069,1744-7909,J Integr Plant Biol,2009,10.1111/j.1744-7909.2008.00783.x
19275898,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.02.045
19277118,1932-6203,PLoS ONE,2009,10.1371/journal.pone.0004780
