pmid,issn,name,year,doi
24872594,1535-9484,Mol. Cell Proteomics,2014,10.1074/mcp.M114.040923
24879895,1873-3468,FEBS Lett.,2014,10.1016/j.febslet.2014.05.038
24891605,1540-8140,J. Cell Biol.,2014,10.1083/jcb.201401138
24937144,1873-3468,FEBS Lett.,2014,10.1016/j.febslet.2014.06.024
24957336,2050-084X,Elife,2014,10.7554/eLife.01990
25122472,1532-2548,Plant Physiol.,2014,10.1104/pp.114.245589
25161662,1664-462X,Front Plant Sci,2014,10.3389/fpls.2014.00396
25165398,1532-2548,Plant Physiol.,2014,10.1104/pp.114.243824
25168737,1573-5028,Plant Mol. Biol.,2014,10.1007/s11103-014-0241-6
25217773,1460-2431,J. Exp. Bot.,2014,10.1093/jxb/eru368
25253450,1432-203X,Plant Cell Rep.,2015,10.1007/s00299-014-1688-2
25261252,1873-3468,FEBS Lett.,2014,10.1016/j.febslet.2014.09.018
25262777,1469-8137,New Phytol.,2015,10.1111/nph.13073
25329561,1469-8137,New Phytol.,2015,10.1111/nph.13088
25339350,1471-9053,Plant Cell Physiol.,2015,10.1093/pcp/pcu151
25348421,1470-8728,Biochem. J.,2015,10.1042/BJ20141045
25387881,1532-298X,Plant Cell,2014,10.1105/tpc.114.129254
25387999,1615-6102,Protoplasma,2015,10.1007/s00709-014-0726-9
25402197,1399-3054,Physiol Plant,2015,10.1111/ppl.12308
25448674,1873-3468,FEBS Lett.,2014,10.1016/j.febslet.2014.09.044
25461698,1873-2690,Plant Physiol. Biochem.,2015,10.1016/j.plaphy.2014.11.011
25462567,1090-2104,Biochem. Biophys. Res. Commun.,2015,10.1016/j.bbrc.2014.11.065
25511433,1532-2548,Plant Physiol.,2015,10.1104/pp.114.253336
25541219,1471-9053,Plant Cell Physiol.,2015,10.1093/pcp/pcu197
25575998,1873-2259,Plant Sci.,2015,10.1016/j.plantsci.2014.11.017
25587034,1535-9484,Mol. Cell Proteomics,2015,10.1074/mcp.M114.042697
25588388,1471-9053,Plant Cell Physiol.,2015,10.1093/pcp/pcu214
25605960,1469-9001,RNA,2015,10.1261/rna.047563.114
25622028,1553-7404,PLoS Genet.,2015,10.1371/journal.pgen.1004970
25641898,1615-9861,Proteomics,2015,10.1002/pmic.201400467
25666709,1873-3468,FEBS Lett.,2015,10.1016/j.febslet.2015.01.039
25689889,1432-203X,Plant Cell Rep.,2015,10.1007/s00299-015-1771-3
25697797,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv032
25702284,1573-5028,Plant Mol. Biol.,2015,10.1007/s11103-015-0297-y
25704231,1365-313X,Plant J.,2015,10.1111/tpj.12797
25714357,1932-6203,PLoS ONE,2015,10.1371/journal.pone.0118122
25736058,1532-298X,Plant Cell,2015,10.1105/tpc.115.136234
25740923,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv018
25741350,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00059
25747881,1532-298X,Plant Cell,2015,10.1105/tpc.114.134668
25754420,1365-3040,Plant Cell Environ.,2015,10.1111/pce.12524
25783413,1532-2548,Plant Physiol.,2015,10.1104/pp.114.255802
25792253,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00260
25805245,1876-7737,J Proteomics,2015,10.1016/j.jprot.2015.03.002
25810095,1532-2548,Plant Physiol.,2015,10.1104/pp.114.255000
25819795,1943-2631,Genetics,2015,10.1534/genetics.115.176438
25830899,1559-2324,Plant Signal Behav,2015,10.4161/15592324.2014.984520
25837856,1573-5079,Photosyn. Res.,2015,10.1007/s11120-015-0131-z
25849075,1471-2229,BMC Plant Biol.,2015,10.1186/s12870-015-0441-5
25851613,1573-5028,Plant Mol. Biol.,2015,10.1007/s11103-015-0312-3
25852701,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00128
25862497,1873-3468,FEBS Lett.,2015,10.1016/j.febslet.2015.03.034
25888618,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00354
25900572,1873-2259,Plant Sci.,2015,10.1016/j.plantsci.2015.03.011
25900983,1535-9484,Mol. Cell Proteomics,2015,10.1074/mcp.M115.050286
25918875,1553-7404,PLoS Genet.,2015,10.1371/journal.pgen.1005199
25919792,1469-8137,New Phytol.,2015,10.1111/nph.13436
25922490,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv177
25926481,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00478
25951519,1615-9861,Proteomics,2015,10.1002/pmic.201500025
25954280,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00197
25971551,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00533
25978450,1932-6203,PLoS ONE,2015,10.1371/journal.pone.0126872
26016527,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2015,10.1073/pnas.1507714112
26025542,1873-2259,Plant Sci.,2015,10.1016/j.plantsci.2015.04.013
26031782,1365-313X,Plant J.,2015,10.1111/tpj.12889
26044091,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv280
26057253,1932-6203,PLoS ONE,2015,10.1371/journal.pone.0130204
26079601,1752-9867,Mol Plant,2015,10.1016/j.molp.2015.06.004
26084919,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00668
26091700,1535-9484,Mol. Cell Proteomics,2015,10.1074/mcp.M114.046904
26095877,1365-313X,Plant J.,2015,10.1111/tpj.12907
26105742,1471-2229,BMC Plant Biol.,2015,10.1186/s12870-015-0554-x
26106400,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00412
26111864,2194-7961,Plant Reprod,2015,10.1007/s00497-015-0265-3
26129778,2041-1723,Nat Commun,2015,10.1038/ncomms8243
26163696,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv337
26178734,1744-7909,J Integr Plant Biol,2016,10.1111/jipb.12379
26184996,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv348
26232565,1876-7737,J Proteomics,2015,10.1016/j.jprot.2015.07.004
26234706,1365-313X,Plant J.,2015,10.1111/tpj.12948
26240315,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2015,10.1073/pnas.1510140112
26243620,1532-2548,Plant Physiol.,2015,10.1104/pp.15.00646
26272902,1460-2431,J. Exp. Bot.,2015,10.1093/jxb/erv391
26289422,1756-0500,BMC Res Notes,2015,10.1186/s13104-015-1333-3
26296956,1365-3040,Plant Cell Environ.,2016,10.1111/pce.12620
26305561,1469-8137,New Phytol.,2016,10.1111/nph.13611
26384245,1752-9867,Mol Plant,2015,10.1016/j.molp.2015.09.003
26402374,1096-0341,Virology,2015,10.1016/j.virol.2015.08.031
26402847,1365-313X,Plant J.,2015,10.1111/tpj.13034
26461226,1365-313X,Plant J.,2015,10.1111/tpj.13046
26500667,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00823
26530087,1532-298X,Plant Cell,2015,10.1105/tpc.15.00509
26554016,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2015,10.1073/pnas.1514598112
26572690,1615-9861,Proteomics,2016,10.1002/pmic.201500129
26586176,1432-2048,Planta,2016,10.1007/s00425-015-2433-y
26608698,1573-5028,Plant Mol. Biol.,2016,10.1007/s11103-015-0389-8
26616142,1365-313X,Plant J.,2016,10.1111/tpj.13091
26625868,2045-2322,Sci Rep,2015,10.1038/srep17587
26634929,1615-6102,Protoplasma,2016,10.1007/s00709-015-0919-x
26634999,1532-2548,Plant Physiol.,2016,10.1104/pp.15.01407
26662602,1532-2548,Plant Physiol.,2016,10.1104/pp.15.01163
26669598,1432-2048,Planta,2016,10.1007/s00425-015-2440-z
26672074,1532-2548,Plant Physiol.,2016,10.1104/pp.15.01308
26680228,1615-6102,Protoplasma,2017,10.1007/s00709-015-0921-3
26684465,1553-7404,PLoS Genet.,2015,10.1371/journal.pgen.1005737
26699939,1744-7909,J Integr Plant Biol,2016,10.1111/jipb.12459
26702056,1083-351X,J. Biol. Chem.,2016,10.1074/jbc.M115.681601
26713351,0894-0282,Mol. Plant Microbe Interact.,2016,10.1094/MPMI-11-15-0246-R
26721862,1532-298X,Plant Cell,2016,10.1105/tpc.15.00887
26728150,1471-2229,BMC Plant Biol.,2016,10.1186/s12870-015-0695-y
26742850,1083-351X,J. Biol. Chem.,2016,10.1074/jbc.M115.683656
26748395,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erv567
26775605,1365-313X,Plant J.,2016,10.1111/tpj.13125
26779221,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.01187
26781341,1535-3907,J. Proteome Res.,2016,10.1021/acs.jproteome.5b00876
26808213,1752-9867,Mol Plant,2016,10.1016/j.molp.2016.01.008
26870730,2296-634X,Front Cell Dev Biol,2016,10.3389/fcell.2016.00004
26884483,1532-2548,Plant Physiol.,2016,10.1104/pp.16.00033
26889009,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erw043
26909945,1676-5680,Genet. Mol. Res.,2016,10.4238/gmr.15016378
26927949,1347-6947,Biosci. Biotechnol. Biochem.,2016,10.1080/09168451.2015.1135042
26941089,1532-298X,Plant Cell,2016,10.1105/tpc.15.00794
26952278,1365-313X,Plant J.,2016,10.1111/tpj.13158
26974851,1469-8137,New Phytol.,2016,10.1111/nph.13914
26979064,1618-0860,J. Plant Res.,2016,10.1007/s10265-016-0787-2
26980300,1555-8584,RNA Biol,2016,10.1080/15476286.2016.1154252
26987276,0006-3002,Biochim. Biophys. Acta,2016,10.1016/j.bbapap.2016.03.009
27006483,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erw106
27029353,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erw101
27031427,1873-2690,Plant Physiol. Biochem.,2016,10.1016/j.plaphy.2016.03.029
27066015,1664-462X,Front Plant Sci,2016,10.3389/fpls.2016.00310
27097903,1573-5028,Plant Mol. Biol.,2016,10.1007/s11103-016-0482-7
27102826,2045-2322,Sci Rep,2016,10.1038/srep24563
27110948,1559-2324,Plant Signal Behav,2016,10.1080/15592324.2016.1180493
27122571,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erw165
27149614,1555-8584,RNA Biol,2016,10.1080/15476286.2016.1184384
27159525,1469-8137,New Phytol.,2016,10.1111/nph.13857
27163638,1090-2104,Biochem. Biophys. Res. Commun.,2016,10.1016/j.bbrc.2016.05.028
27177187,1559-2324,Plant Signal Behav,2016,10.1080/15592324.2016.1183087
27180194,1615-6102,Protoplasma,2017,10.1007/s00709-016-0983-x
27192441,1545-7885,PLoS Biol.,2016,10.1371/journal.pbio.1002461
27208228,1532-2548,Plant Physiol.,2016,10.1104/pp.16.00532
27208231,1532-2548,Plant Physiol.,2016,10.1104/pp.16.00256
27219122,1932-6203,PLoS ONE,2016,10.1371/journal.pone.0155937
27231839,1365-313X,Plant J.,2016,10.1111/tpj.13224
27240439,1615-6102,Protoplasma,2017,10.1007/s00709-016-0987-6
27291711,2041-1723,Nat Commun,2016,10.1038/ncomms11640
27322763,1469-8137,New Phytol.,2016,10.1111/nph.14049
27335345,1471-9053,Plant Cell Physiol.,2016,10.1093/pcp/pcw098
27408949,1559-2324,Plant Signal Behav,2016,
27449211,1471-9053,Plant Cell Physiol.,2016,10.1093/pcp/pcw121
27451899,1879-0445,Curr. Biol.,2016,10.1016/j.cub.2016.06.008
27493656,1664-462X,Front Plant Sci,2016,10.3389/fpls.2016.01079
27529511,1553-7404,PLoS Genet.,2016,10.1371/journal.pgen.1006252
27541283,1365-313X,Plant J.,2016,10.1111/tpj.13311
27574185,1460-2431,J. Exp. Bot.,2016,10.1093/jxb/erw311
27602043,1664-462X,Front Plant Sci,2016,10.3389/fpls.2016.01264
27676245,1873-2690,Plant Physiol. Biochem.,2016,10.1016/j.plaphy.2016.09.016
27726859,1873-3700,Phytochemistry,2016,10.1016/j.phytochem.2016.09.007
27771580,1873-2690,Plant Physiol. Biochem.,2016,10.1016/j.plaphy.2016.10.009
27856916,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01539
27879389,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01356
27925655,1873-3468,FEBS Lett.,2017,10.1002/1873-3468.12507
27943495,1365-313X,Plant J.,2017,10.1111/tpj.13448
28003327,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01600
28018391,1664-462X,Front Plant Sci,2016,10.3389/fpls.2016.01855
28074928,2045-2322,Sci Rep,2017,10.1038/srep40279
28102911,1365-3040,Plant Cell Environ.,2017,10.1111/pce.12919
28109885,1090-2104,Biochem. Biophys. Res. Commun.,2017,10.1016/j.bbrc.2017.01.083
28114413,1932-6203,PLoS ONE,2017,10.1371/journal.pone.0169905
28115582,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01743
28138059,1471-9053,Plant Cell Physiol.,2017,10.1093/pcp/pcx008
28155257,1615-9861,Proteomics,2017,10.1002/pmic.201600449
28202596,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01732
28270625,1532-2548,Plant Physiol.,2017,10.1104/pp.16.01482
28277968,1559-2324,Plant Signal Behav,2017,10.1080/15592324.2017.1295907
28289427,1664-462X,Front Plant Sci,2017,10.3389/fpls.2017.00263
28338876,1460-2431,J. Exp. Bot.,2017,10.1093/jxb/erx024
28341806,1532-298X,Plant Cell,2017,10.1105/tpc.16.00825
28346710,1365-313X,Plant J.,2017,10.1111/tpj.13552
28369480,1460-2431,J. Exp. Bot.,2017,10.1093/jxb/erx069
28381499,1532-2548,Plant Physiol.,2017,10.1104/pp.17.00317
28406455,1422-0067,Int J Mol Sci,2017,10.3390/ijms18040825
28434950,1752-9867,Mol Plant,2017,10.1016/j.molp.2017.04.003
28441933,1471-2229,BMC Plant Biol.,2017,10.1186/s12870-017-1031-5
28443122,1664-462X,Front Plant Sci,2017,10.3389/fpls.2017.00534
28444333,1471-9053,Plant Cell Physiol.,2017,10.1093/pcp/pcx057
28444344,1471-9053,Plant Cell Physiol.,2017,10.1093/pcp/pcx056
28482115,1365-313X,Plant J.,2017,10.1111/tpj.13591
28484477,1664-462X,Front Plant Sci,2017,10.3389/fpls.2017.00601
28489820,1476-4687,Nature,2017,10.1038/nature22077
28497532,1469-8137,New Phytol.,2017,10.1111/nph.14590
28505371,1471-9053,Plant Cell Physiol.,2017,10.1093/pcp/pcx070
28536102,1532-2548,Plant Physiol.,2017,10.1104/pp.17.00488
28544763,1744-7909,J Integr Plant Biol,2017,10.1111/jipb.12555
28572458,1532-2548,Plant Physiol.,2017,10.1104/pp.17.00401
28575401,1460-2431,J. Exp. Bot.,2017,10.1093/jxb/erx180
28611809,1664-462X,Front Plant Sci,2017,10.3389/fpls.2017.00894
28635622,1422-0067,Int J Mol Sci,2017,10.3390/ijms18061303
28646092,1477-9137,J. Cell. Sci.,2018,10.1242/jcs.203828
7580259,1040-4651,Plant Cell,1995,10.1105/tpc.7.10.1713
7589523,0014-5793,FEBS Lett.,1995,
7629128,0021-9258,J. Biol. Chem.,1995,
7753789,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1995,
7766905,0167-4412,Plant Mol. Biol.,1995,
7838729,0305-1048,Nucleic Acids Res.,1994,
7890741,0021-9258,J. Biol. Chem.,1995,
7894017,0167-4412,Plant Mol. Biol.,1995,
7894512,0960-7412,Plant J.,1995,
7920711,0960-7412,Plant J.,1994,
7972518,0032-0889,Plant Physiol.,1994,
7973632,0036-8075,Science,1994,
7994182,1040-4651,Plant Cell,1994,
8000000,0167-4412,Plant Mol. Biol.,1994,
8033202,0092-8674,Cell,1994,
8034593,0021-9258,J. Biol. Chem.,1994,
8058839,0032-0889,Plant Physiol.,1994,
8132503,0021-9258,J. Biol. Chem.,1994,
8234257,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1993,
8278386,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1994,
8290582,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1994,
8302869,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1994,
8417317,0270-7306,Mol. Cell. Biol.,1993,
8508761,0261-4189,EMBO J.,1993,
8521490,0092-8674,Cell,1995,
8521820,0261-4189,EMBO J.,1995,
8589449,1059-1524,Mol. Biol. Cell,1995,
8597656,1040-4651,Plant Cell,1996,10.1105/tpc.8.1.119
8624437,1040-4651,Plant Cell,1996,10.1105/tpc.8.4.587
8631902,0021-9258,J. Biol. Chem.,1996,
8639751,0167-4412,Plant Mol. Biol.,1996,
8641279,0261-4189,EMBO J.,1996,
8676856,0026-8925,Mol. Gen. Genet.,1996,
8682305,0378-1119,Gene,1996,
8689678,0092-8674,Cell,1996,
8698240,0890-9369,Genes Dev.,1996,
8710949,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1996,
8718619,1040-4651,Plant Cell,1995,10.1105/tpc.7.12.2053
8776899,1040-4651,Plant Cell,1996,10.1105/tpc.8.8.1323
8883393,0032-0889,Plant Physiol.,1996,
8910594,0021-9258,J. Biol. Chem.,1996,
8953769,1040-4651,Plant Cell,1996,10.1105/tpc.8.11.2047
8969232,0021-9258,J. Biol. Chem.,1996,
9003179,0006-2960,Biochemistry,1997,10.1021/bi962467l
9011092,0960-7412,Plant J.,1996,
9025305,0960-7412,Plant J.,1997,
9038200,0021-9258,J. Biol. Chem.,1997,
9076992,0960-7412,Plant J.,1997,
9111079,0021-9258,J. Biol. Chem.,1997,
9121476,0270-7306,Mol. Cell. Biol.,1997,
9144962,1040-4651,Plant Cell,1997,
9159953,0032-0889,Plant Physiol.,1997,
9159954,0032-0889,Plant Physiol.,1997,
9161043,0960-7412,Plant J.,1997,
9165749,1040-4651,Plant Cell,1997,
9175885,0014-5793,FEBS Lett.,1997,
9177031,0032-0781,Plant Cell Physiol.,1997,
9193069,0960-7412,Plant J.,1997,
9197266,0036-8075,Science,1997,
9207152,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1997,
9215635,0092-8674,Cell,1997,
9218788,0261-4189,EMBO J.,1997,10.1093/emboj/16.12.3455
9235908,0021-9258,J. Biol. Chem.,1997,
9238019,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1997,
9263453,0960-7412,Plant J.,1997,
9268021,0026-8925,Mol. Gen. Genet.,1997,
9276444,0014-5793,FEBS Lett.,1997,
9276953,0032-0889,Plant Physiol.,1997,
9294234,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1997,
9300811,0006-3002,Biochim. Biophys. Acta,1997,
9305917,0021-9258,J. Biol. Chem.,1997,
9342315,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1997,
9349713,0006-3002,Biochim. Biophys. Acta,1997,
9367981,0890-9369,Genes Dev.,1997,
9368418,1040-4651,Plant Cell,1997,10.1105/tpc.9.10.1843
9374550,0021-9258,J. Biol. Chem.,1997,
9375397,0960-7412,Plant J.,1997,
9390429,0032-0889,Plant Physiol.,1997,
9396754,0021-9525,J. Cell Biol.,1997,
9405719,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1997,
9418042,0960-7412,Plant J.,1997,
9428718,0014-5793,FEBS Lett.,1997,
9463364,0261-4189,EMBO J.,1998,10.1093/emboj/17.4.859
9465123,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1998,
9488692,0021-9258,J. Biol. Chem.,1998,
9490740,1040-4651,Plant Cell,1998,
9507020,0021-9258,J. Biol. Chem.,1998,
9535706,1046-5928,Protein Expr. Purif.,1998,10.1006/prep.1997.0845
9536051,0032-0889,Plant Physiol.,1998,
9560288,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1998,
9596629,1040-4651,Plant Cell,1998,
9625693,0032-0889,Plant Physiol.,1998,
9648738,0026-8925,Mol. Gen. Genet.,1998,
9649505,0890-9369,Genes Dev.,1998,
9651577,1097-2765,Mol. Cell,1998,
9659918,1097-2765,Mol. Cell,1998,
9668129,1040-4651,Plant Cell,1998,
9668139,1040-4651,Plant Cell,1998,
9678579,0167-4412,Plant Mol. Biol.,1998,
9681033,0960-7412,Plant J.,1998,
9684861,0014-5793,FEBS Lett.,1998,
9701578,1532-2548,Plant Physiol.,1998,
9707529,1040-4651,Plant Cell,1998,
9707551,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1998,
9724821,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1998,
9724822,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,1998,
9736608,0261-4189,EMBO J.,1998,10.1093/emboj/17.18.5286
9747851,0167-4412,Plant Mol. Biol.,1998,
9750355,0960-7412,Plant J.,1998,
9753775,0960-7412,Plant J.,1998,
9755158,0261-4189,EMBO J.,1998,10.1093/emboj/17.19.5577
9761790,1532-298X,Plant Cell,1998,
9761791,1040-4651,Plant Cell,1998,
9761794,1040-4651,Plant Cell,1998,
9765207,0890-9369,Genes Dev.,1998,
9765550,0032-0889,Plant Physiol.,1998,
9771897,0014-5793,FEBS Lett.,1998,
9774405,0021-9258,J. Biol. Chem.,1998,
9778846,0960-7412,Plant J.,1998,
9801140,0014-5793,FEBS Lett.,1998,
9804171,0014-5793,FEBS Lett.,1998,
9807817,0960-7412,Plant J.,1998,
9811788,1040-4651,Plant Cell,1998,
9830017,0021-9258,J. Biol. Chem.,1998,
9843496,0261-4189,EMBO J.,1998,10.1093/emboj/17.23.6903
9845368,0092-8674,Cell,1998,
9867856,0021-9258,J. Biol. Chem.,1999,
9878634,1040-4651,Plant Cell,1999,
9880376,0032-0889,Plant Physiol.,1999,
9881164,0960-7412,Plant J.,1998,
9933598,0021-9258,J. Biol. Chem.,1999,
9988708,0021-9258,J. Biol. Chem.,1999,
